,Unnamed: 0,license,location,pmcid,pmid,doi,pubdate,source,number,text,software,version,ID,curation_label,software_upper,mention_counts
35,150021,,,,,10.1371/journal.pone.0072863,2013,Results,26,"In contrast to the 120 day fast, bears with average initial body condition were unable to keep daily energetic demands per unit body mass within the ±5% range from the target metabolic rate accepted by Niche Mapper for the duration of the 180 day fast under either temperature scenario (",Niche Mapper,,SM477320,software,NICHE MAPPER,408
36,58018,comm,comm/Genet_Mol_Biol/PMC7263422.nxml,7263422,32614355.0,10.1590/1678-4685-GMB-2019-0161,2020,,2,The resulting high-quality reads were selected for de novo chloroplast genome assembly using NOVOPlasty v.2.7.1 software (Dierckxsens ),NOVOPlasty,,SM49334,software,NOVOPLASTY,1452
37,114030,,,,,10.3390/s141019329,2014,Conclusions,0, The i-binder-modified DNA Origami Pliers were selectively and efficiently closed into parallel form by acidifying the solution to pH 6,Origami,,SM23528,software,ORIGAMI,697
38,11678,comm,comm/BMC_Bioinformatics/PMC5303226.nxml,5303226,28187714.0,10.1186/s12859-017-1485-3,2017,Pipeline mechanism,14,"The pipeline uses Primer3 core [13] as the primer design engine and is built around other public domain programs, such as BEDtools [14], BioPerl [15], BLAST [16], EMBOSS [17], e-PCR [18], MFEprimer [19], MultiPLX [20], OrthoMCL [9] and ProGeRF [21]",Primer3,,SM580,software,PRIMER3,17302
39,85670,,,,,10.1186/1479-5876-4-42,2006,Materials and methods,9, The Student's t-test (one-tailed) was carried out using the Prizm 4 software,Prizm,,SM60438,software,PRIZM,462
40,170190,,,,,10.1038/s41598-018-32009-w,2018,Mass spectrometry data analysis,0, The ProLuCID algorithm version 1,ProLuCID,,SM31040,software,PROLUCID,413
41,79924,comm,comm/PLoS_One/PMC4409395.nxml,4409395,25909740.0,10.1371/journal.pone.0124672,2015,Experiment 2: Guahao data,28,"From the performance comparison between PSOGO-Senti and benchmark 1, we found that the PSOGO-Senti model improved the two-polarity sentiment analysis by 5.131%",PSOGO-Senti,,SM539749,software,PSOGO-SENTI,195
42,98677,comm,comm/PLoS_One/PMC3929640.nxml,3929640,24586485.0,10.1371/journal.pone.0089024,2014,Results and Discussion,18,"Since its inception, PulseNet has become the mainstay in foodborne outbreak investigations in the USA and rest of the world",PulseNet,,SM19304,software,PULSENET,858
43,95491,,,,,10.1186/s12864-020-6486-3,2020,Results,11," Therefore, as genomes from the d50 database were used as test samples and tested against genomes in the d10small database, we evaluated the accuracy of strain predictions by assigning a true positive to each strain in a sample if QuantTB predicted the ‘correct’ relative genome in the d10small database (i",QuantTB,,SM179424,software,QUANTTB,305
44,287175,,,,,10.1093/gbe/evu251,2014,Phylogeny,1,Genes with no clear ortholog in all (“orphans”) or in some other strains (“semiorphans”) from the same species were identified according to co-phenetic distances between leaves in multistrain phylogenetic trees (using the R package ape),R package ape,,SM38751,software,R PACKAGE APE,532
45,83879,,,,,10.1038/s41396-018-0062-8,2018,Abundance and diversity,4, The function envfit from the R vegan package was used to fit environmental vectors onto the ordination (,R vegan,,SM6734,software,R VEGAN,367
46,172825,comm,comm/Mol_Biol_Evol/PMC5850821.nxml,5850821,28486636.0,10.1093/molbev/msx155,2017,Simulations,33,RetroSeq was run with the optional ‘align’ parameter set to true and the minimum percent ID set to 0.70,RetroSeq,,SM78459,software,RETROSEQ,516
47,14207,comm,comm/Front_Cell_Neurosci/PMC4523944.nxml,4523944,26300727.0,10.3389/fncel.2015.00289,2015,Functional enrichment analysis,30,"GO terms were submitted to REVIGO, a web server that takes long lists of GO terms and summarizes them in categories and clusters of differentially expressed genes by removing redundant entries (Supek et al., 2011)",REVIGO,,SM2439,software,REVIGO,5242
48,195817,,,,,10.1186/1471-2105-8-366,2007,Results,14, The algorithm builds on the ability of the Vienna Package's RNAsubopt to include at least one structure close to the 'true' structure in the set of suboptimal solutions that it suggests,RNAsubopt,,SM20646,software,RNASUBOPT,523
49,192235,comm,comm/Int_J_Mol_Sci/PMC7584020.nxml,7584020,33019615.0,10.3390/ijms21197259,2020,3.1. General Principle,4,"For example, Alignator allows using the same Ensembl cDNA file for alignment (via Rsubread) and annotation of the generated SAM file",Rsubread,,SM15470,software,RSUBREAD,984
50,226008,,,,,10.1192/j.eurpsy.2020.73,2020,Linked dimensions of language and brain structure,1,Sparse canonical correlation analysis (sCCA) for language features and brain morphometry in the entire study sample,sCCA,,SM39658,software,SCCA,884
51,53359,,,,,10.1152/ajpheart.00136.2021,2021,METHODS,5,txt files” to be processed with a specific toolbox (Scilab version 4,Scilab,,SM2277,software,SCILAB,780
52,188746,,,,,10.1172/JCI137689,2021,MRI.,0," For MRI image analyses, 2D endocardial contours were manually segmented for each heart at ED and ES (LV and RV) using image analysis software (Seg3D, NIH Center for Integrative Biomedical Computing)",Seg3D,,SM32,software,SEG3D,325
53,166265,comm,comm/PLoS_Genet/PMC5806895.nxml,5806895,29381699.0,10.1371/journal.pgen.1007172,2018,"Sample genotyping, sequencing and imputation",33,Haplotypes were phased from genotypes using SHAPEIT (; default settings),SHAPEIT,,SM17878,software,SHAPEIT,1735
54,104626,comm,comm/Acta_Crystallogr_Sect_E_Struct_Rep_Online/PMC2969948.nxml,2969948,21577398.0,10.1107/S1600536809030153,2009,,32,"Data collection: SMART (Bruker, 2004 ▶); cell refinement: SAINT (Bruker, 2004 ▶); data reduction: SAINT; program(s) used to solve structure: SHELXS97 (Sheldrick, 2008 ▶); program(s) used to refine structure: SHELXL97 (Sheldrick, 2008 ▶); molecular graphics: SHELXTL (Sheldrick, 2008 ▶) and DIAMOND (Brandenburg, 2006 ▶); software used to prepare material for publication: SHELXL97.",SHELXL97,,SM9536,software,SHELXL97,26138
55,9662,comm,comm/PeerJ/PMC6991125.nxml,6991125,32025366.0,10.7717/peerj.8352,2020,Isolation and identification of bacteria from the origin host,11,"Alteromonas and Marinobacter sequences from Baker, Alegado & Kemp (2016), the new bacterial isolates, and the top BLAST hits were aligned using Silva/SINA and a tree was constructed using PhyML 3.0 (Guindon et al., 2010) (Fig",SINA,,SM6574,software,SINA,1377
56,2388,comm,comm/BMC_Biol/PMC8051135.nxml,8051135,33858413.0,10.1186/s12915-021-01009-0,2021,ATAC-Seq,56,"The quality of the reads was checked using FastQC, aligned to the mm9 genome, and had its peaks called using the Parker lab’s Snakemake pipeline [85].",Snakemake,,SM35053,software,SNAKEMAKE,2008
57,128460,comm,comm/Evol_Appl/PMC6099823.nxml,6099823,,10.1111/eva.12659,2018,fig_caption,1,"Top left panel shows the result obtained in the original study, which used 105,000 SNPs called with an average read depth of 36× across 175 birds analyzed with SNPRelate (Zheng et al., 2012)",SNPRelate,,SM17059,software,SNPRELATE,577
58,113359,,,,,10.1186/s12961-018-0299-8,2018,Methods,23,We used SurveyGizmo to collect data,SurveyGizmo,,SM4178,software,SURVEYGIZMO,909
59,19249,comm,comm/BMC_Fam_Pract/PMC5289023.nxml,5289023,28148245.0,10.1186/s12875-017-0591-7,2017,Processes and outcomes,6,"The survey was hosted on SurveyMonkey® (www.surveymonkey.com, Palo Alto, CA, USA)",SurveyMonkey®,,SM8250,software,SURVEYMONKEY®,705
60,132594,comm,comm/Front_Bioeng_Biotechnol/PMC7338793.nxml,7338793,32695761.0,10.3389/fbioe.2020.00669,2020,Comparison With Other Methods,63,"Compared with the raw EEG signals, the training set and test set accuracy of the model is improved after the signal is processed by CEEMD and SVM-RFE",SVM-RFE,,SM27726,software,SVM-RFE,197
61,25546,,,,,10.1016/j.molliq.2021.115298,2021,ADMET properties analysis,3,"Based on the predicted log P value from SwissADME software, the compounds selected showed diverse lipophilicity (value of Log P for ",SwissADME,,SM17503,software,SWISSADME,2847
62,15668,,,,,10.1007/s00239-021-10012-6,2021,Comparative Genomics,2,"For species lacking appropriate transcriptome data, ETCHbox genes were identified and annotated using sequence similarity searches of genome assemblies (blastn, blastp, megablast and tblastn; Altschul et al",tblastn,,SM35320,software,TBLASTN,13873
63,154455,,,,,10.1371/journal.pone.0103812,2014,Results,23,"Subsequently, we created a ranked list of gene regulatory predictions and compared the list against those produced by the downranking method, GENIE3 and TIGRESS",TIGRESS,,SM36980,software,TIGRESS,384
64,22647,non_comm,non_comm/Int_J_Biol_Sci/PMC2726578.nxml,2726578,19680475.0,,2009,2.3. Gene expression profiling and data analysis: individual samples,7,Differential expression between chromophobe RCCs and ROs versus all other types of RCTs was assessed by ANOVA application supplied by the TMEV tool,TMEV,,SM32986,software,TMEV,299
65,188077,comm,comm/Front_Microbiol/PMC7533531.nxml,7533531,33071997.0,10.3389/fmicb.2020.02115,2020,Protein Modeling and Prediction,58,The transmembrane prediction was performed with TMHMM2.0.,TMHMM2,TMHMM2.0,SM63581,software,TMHMM2,471
66,281676,,,,,10.1515/ijb-2012-0038,2014,C-TMLE,1,The general C-TMLE has been implemented and applied to point treatment and longitudinal data [,TMLE,,SM31669,software,TMLE,1889
67,157089,,,,,10.1016/j.nmni.2020.100704,2020,"Design of primers, sequencing and species identification of Rickettsia",4,Homologous sequences were aligned using the Unipro UGENE 1,Unipro UGENE,,SM14576,software,UNIPRO UGENE,407
68,48228,non_comm,non_comm/Phytother_Res/PMC6771832.nxml,6771832,31264271.0,10.1002/ptr.6412,2019,Electrophysiological measurements,15,Recordings were then filtered using a low‐pass digital filter with a cut‐off frequency of 500 Hz in the software (WinEDR V2.6.6.; University of Strathclyde).,WinEDR,V2.6.6,SM67138,software,WINEDR,383
69,30433,comm,comm/BMC_Res_Notes/PMC7146897.nxml,7146897,32276658.0,10.1186/s13104-020-05050-0,2020,Introduction,0,"Previously, XGBoost [17] was used to predict the readmission rate for patients with ischemic stroke within 90 days after discharge and achieved a final AUC value of 0.782 [18]",XGBoost,,SM3353,software,XGBOOST,29490
﻿0,113968,,,,,10.1016/j.celrep.2017.09.045,2017,Results,0,"To label and isolate endogenous Arc protein, we engineered knockin mice (Arc",Arc,,SM29631,software,ARC,4273
1,256996,,,,,10.1186/1476-072X-3-10,2004,Methods,1,The geographic analysis was done in ESRI ArcView GIS Version 3,ArcView GIS,,SM48528,software,ARCVIEW GIS,908
2,212719,comm,comm/Sci_Rep/PMC5357909.nxml,5357909,28317870.0,10.1038/srep44832,2017,Structure determination and refinement,34,The SeMet-EhRNaseIII194 structure was solved using the Se-Met single-wavelength anomalous diffraction method46 with the AutoSol program47 embedded in the PHENIX suit48; the Figure of Merit value was 0.49,AutoSol,,SM9610,software,AUTOSOL,350
3,46414,comm,comm/PLoS_One/PMC3639255.nxml,3639255,23637879.0,10.1371/journal.pone.0061669,2013,Results,23,"Protein Basic Local Alignment Search Tool (BLAST NCBI) search and a cut-off of >80% sequence similarity, determined that these peptides did not share sequence similarity to or alignment with other proteins",Basic Local Alignment Search Tool (BLAST,,SM1304,software,BASIC LOCAL ALIGNMENT SEARCH TOOL (BLAST,905
4,207370,non_comm,non_comm/Mol_Cell_Proteomics/PMC7876485.nxml,7876485,33077685.0,10.1074/mcp.RA120.002295,2021,Data Availability,34,The annotated spectra for all identified glycans and glycopeptides from the Byonic search results have been deposited in the online repository Figshare (https://figshare.com/articles/dataset/SARS-CoV-2_rar/13023095).,Byonic,,SM2788,software,BYONIC,1682
5,57067,comm,comm/PLoS_Comput_Biol/PMC6897419.nxml,6897419,31756192.0,10.1371/journal.pcbi.1006863,2019,Discussion,34,Centrifuge’s better performance with the E,Centrifuge,,SM10590,software,CENTRIFUGE,1320
6,59224,comm,comm/Atmos_Meas_Tech/PMC6192433.nxml,6192433,30344777.0,10.5194/amt-10-3893-2017,2018,Chromatography,9,A folder of conductivity data files in cdf format is then imported to Chromeleon for chromatogram reprocessing.,Chromeleon,,SM1757,software,CHROMELEON,2609
7,260072,,,,,10.3390/jcm10112372,2021,2.1.1. Operator-Dependent Scores,2," Endoscopists might find the CC-CLEAR a more user-friendly score as the colon needs to be divided into just three segments: right colon, transverse and left colon, based on the hepatic and splenic flexure landmarks",CLEAR,,SM18607,software,CLEAR,3286
8,198313,,,,,10.1371/journal.pone.0158291,2016,3. CloudSim Architecture,1, This layer handles the interaction between CloudSim entities and components,CloudSim,,SM418874,software,CLOUDSIM,704
9,76372,comm,comm/J_Virol/PMC6002732.nxml,6002732,29695421.0,10.1128/JVI.00082-18,2018,Evolutionary relationships of the novel marsupial hepatovirus.,32,"Event-based reconciliations of hepatovirus and host phylogenies by use of CoRe-PA revealed that, indeed, 17 to 21% of evolutionary events were projected to cospeciations for the partial VP2-VP3 domains (Fig",CoRe-PA,,SM36638,software,CORE-PA,163
10,191690,comm,comm/Zookeys/PMC5928073.nxml,5928073,29719477.0,10.3897/zookeys.752.20086,2018,Dataset description,36, Format name: Darwin Core Archive format,Darwin,,SM34482,software,DARWIN,3324
11,19622,non_comm,non_comm/J_Vis/PMC7545066.nxml,7545066,33022041.0,10.1167/jov.20.10.10,2020,Image analysis,35,"To measure the association, we calculated Kendall's tau-b statistic, a measure of rank correlation, between the correlation coefficient values of simultaneous and successive conditions, by using the “KendallTauB” function in the “DescTools” package in R (Signorell, 2020)",DescTools,,SM47088,software,DESCTOOLS,310
12,140660,non_comm,non_comm/Nucleic_Acids_Res/PMC4446436.nxml,4446436,25904630.0,10.1093/nar/gkv378,2015,General bioinformatics analyses,18,"Secondary structure and disorder prediction of protein sequences were generated using the Disorder Prediction MetaServer, which reports consensus results of eight protein disorder predictor tools: DISEMBL (58), DISOPRED (59), DISpro (60), FoldIndex (61), GlobPlot2 (62), IUPred (63), RONN (64) and VSL2 (65), and two protein secondary structure predictor tools: PROFsec (66) and PSIPred (67) (http://www-nmr.cabm.rutgers.edu/bioinformatics/disorder/)",DISOPRED,,SM12397,software,DISOPRED,600
13,72229,,,,,10.1186/s12859-019-3147-0,2019,paper_title,0,"Annot: a Django-based sample, reagent, and experiment metadata tracking system",Django,,SM10267,software,DJANGO,913
14,200354,comm,comm/PeerJ/PMC7537619.nxml,7537619,33072440.0,10.7717/peerj.10090,2020,Software runtime versus sample size.,23,"We find that the runtime of ELAI, LAMP-LD, MOSAIC, and Loter all increase linearly with the number of samples",ELAI,,SM144607,software,ELAI,515
15,126261,,,,,http://dx.plos.org/10.1371/journal.pone.0014202,2010,Materials and Methods,10, We extracted open reading frames from all contigs using the â-getorfâ function in the EMBOSS package ,EMBOSS package,,SM67391,software,EMBOSS PACKAGE,346
16,21262,comm,comm/Mycol_Prog/PMC6428334.nxml,6428334,30956650.0,10.1007/s11557-018-1415-4,2018,Data analysis,19,The PCoA axes were visualized with EMPeror (Vazquez-Baeza et al,EMPeror,,SM38891,software,EMPEROR,322
17,27453,,,,,10.1371/journal.pone.0115599,2014,Materials and Methods,4,Questionnaire data were double-entered and then checked for accuracy using EpiData software (V,EpiData,,SM2288,software,EPIDATA,15802
18,16061,non_comm,non_comm/Nat_Immunol/PMC4933585.nxml,4933585,22306692.0,10.1038/ni.2225,2016,Confocal microscopy,30,"Images were acquired using a Nikon-C1, TE2000-U ICM and EZ-C1 software",EZ-C1,,SM15898,software,EZ-C1,398
19,59610,,,,,10.1371/journal.pone.0172604,2017,fig_caption,1," Panel B depicts a scatterplot of the interaction between scores on the Food Responsiveness subscale of the CEBQ and weight status and % signal change (average of the significant cluster from group-level FEAT results) in the left putamen, frontal operculum, and postcentral gyrus, and the bilateral caudate and thalamus (represented in blue on brain image) in response to receipt of milkshake taste vs tasteless receipt",FEAT,,SM13384,software,FEAT,2937
20,131796,comm,comm/BMC_Genomics/PMC5374651.nxml,5374651,28361681.0,10.1186/s12864-017-3503-2,2017,Background,1,"In addition, GEMDOCK has been successfully applied to the discovery of novel inhibitors and binding mechanisms for some target proteins [4, 11–14]",GEMDOCK,,SM608,software,GEMDOCK,354
21,151673,non_comm,non_comm/Nature/PMC6217926.nxml,6217926,30111840.0,10.1038/s41586-018-0423-5,2018,Real-time quantitative reverse transcriptase-PCR,37,Data were analyzed by GenEx 5.3.7 software (Multid AnaLyses AB),GenEx,5.3.7,SM16076,software,GENEX,1346
22,269316,,,,,10.1371/journal.pone.0190950,2018,Material and methods,2,4 and GenTrain version 1,GenTrain,,SM37551,software,GENTRAIN,444
23,24157,comm,comm/Int_J_Mol_Sci/PMC8037730.nxml,8037730,33810284.0,10.3390/ijms22073411,2021,4.5. Data Analysis,54,"Graphics were made using R-studio software (Version 1.1.463, 2009–2018, Rstudio, Inc., Boston, MA, USA) with ‘stats’, grDevices’, and ‘graphics’ (R Core Team), ‘dplyr’ [49], ‘readxl’ [50], ‘plyr’ [51], ‘scales’ [52] and ‘ggplot2’ [53] packages.",graphics,,SM10533,software,GRAPHICS,304
24,123820,comm,comm/PLoS_Genet/PMC8184011.nxml,8184011,34033654.0,10.1371/journal.pgen.1009576,2021,Read mapping and SNP calling,33,Haplotype Caller was used to create genomic variant call format (GVCF) files for each sample and joint SNP Calling was performed (GATK v3.7),Haplotype Caller,,SM15808,software,HAPLOTYPE CALLER,292
25,64832,,,,,10.1080/02726343.2021.1962602,2021,Experimental and simulated results,7,The reflection coefficient at the input port is around −40 dB at 1 GHz using HFSS and measurements,HFSS,,SM2404,software,HFSS,3933
26,63801,comm,comm/Front_Robot_AI/PMC7805734.nxml,7805734,33501026.0,10.3389/frobt.2019.00009,2019,fig_caption,7,"The best five controllers from each robot are transferred to their child, where they form the initial population of the HyperNEAT algorithm for gait learning.",HyperNEAT,,SM528674,software,HYPERNEAT,461
27,103741,non_comm,non_comm/Nucleic_Acids_Res/PMC5389698.nxml,5389698,27924004.0,10.1093/nar/gkw1211,2017,,22,(Ac) Representative screenshots of ORCA and H3K9me3 co-localization visualized with Integrated Genome Viewer,Integrated Genome Viewer,,SM16531,software,INTEGRATED GENOME VIEWER,427
28,96172,non_comm,non_comm/Fungal_Syst_Evol/PMC7225581.nxml,7225581,32467888.0,10.3114/fuse.2018.02.05,2018,"Analyses of ITS, IGS, RPB2 and EF1-α, and species tree reconstruction",20,The substitution model for each marker was selected according to the model selection obtained from jModelTest2 and BIC indexes,jModelTest2,,SM40591,software,JMODELTEST2,540
29,33363,comm,comm/Front_Neuroinform/PMC3893572.nxml,3893572,24474916.0,10.3389/fninf.2013.00041,2014,5.1. Requirements,109,"If Cython is not installed, LFPy will fall back to equivalent but slower Python code",LFPy,,SM221892,software,LFPY,507
30,168179,,,,,10.1186/s12967-019-1849-8,2019,Nanoparticle formation and characterization,6, DLS data were processed with Malvern’s software using a distribution analysis based on a cumulant model,Malvern,,SM3106,software,MALVERN,1500
31,97683,,,,,10.1371/journal.ppat.1003553,2013,Results,23," In order to gain a first impression on the sample composition, masses that were detected in extracts from DGM-D-incubated EBs were submitted to MassTRIX for annotation ",MassTRIX,,SM58947,software,MASSTRIX,282
32,197813,comm,comm/Insects/PMC7593946.nxml,7593946,33092135.0,10.3390/insects11100718,2020,2.5. Taxon-Specific Amplification and Sequence Confirmation,13,"Sequences were aligned, trimmed, and phylogenetically analyzed in MEGA7 [34]",MEGA7,,SM1568,software,MEGA7,12932
33,66736,,,,,10.1186/1752-0509-9-S1-S6,2015,Ligand voxelization,0,"MEGADOCK sets a suitable rPSC score, electrostatic interaction values, and desolvation free energy scores for the ligand voxel model during this process",MEGADOCK,,SM84546,software,MEGADOCK,533
34,143560,,,,,10.1080/13873954.2016.1163269,2016,Conclusions,0,"CA models can be helpful in several simulation problems, and since most of these problems are multi-physical and benefit from a component-based, object-oriented approach, the integration of CA models in languages like Modelica is an interesting and promising topic",Modelica,,SM115215,software,MODELICA,2512
35,18772,,,,,10.1128/AEM.05255-11,2011,RESULTS,4,Rarefaction curves were generated via mothur using a 97% identity cutoff for bacterial samples (,mothur,,SM5122,software,MOTHUR,22081
36,60396,comm,comm/PLoS_Genet/PMC8084342.nxml,8084342,33872308.0,10.1371/journal.pgen.1009455,2021,Discussion,54,"The combined information from PTWAS and MRLocus regarding both uncertainty in estimation of the gene-to-trait slope, and estimated dispersion or heterogeneity of effects is critical when modeling context-specific (e.g",MRLocus,,SM454353,software,MRLOCUS,303
37,205932,comm,comm/Mol_Cell_Biol/PMC4702602.nxml,4702602,26503782.0,10.1128/MCB.00806-15,2015,fig_caption,1,Binding locations called by the union of peak pairing and MultiGPS are shown in the Venn diagram,MultiGPS,,SM167022,software,MULTIGPS,300
38,199296,comm,comm/Sci_Rep/PMC5951809.nxml,5951809,29760398.0,10.1038/s41598-018-25834-6,2018,Statistical analyses,19,"To examine relative variable importance, we averaged models within the 95% cumulative weight using MuMIn",MuMIn,,SM34160,software,MUMIN,2009
39,5092,non_comm,non_comm/Nat_Genet/PMC3739288.nxml,3739288,23334667.0,10.1038/ng.2526,2013,Identification of base pair substitutions and short insertion-deletions,26,"MutSig was used to determine the significance of mutated genes, adjusting for cohort- and genome-wide mutation rate, local background mutation rate, and gene length",MutSig,,SM98041,software,MUTSIG,452
40,126854,comm,comm/Front_Neurosci/PMC4609756.nxml,4609756,26539076.0,10.3389/fnins.2015.00380,2015,5. Discussion,77,"If one wishes to add a new metric, such as power consumption (as was done in Stromatias et al., 2013), we must first come to a consensus on a suitable interface to this information through Nengo",Nengo,,SM223126,software,NENGO,882
41,167651,,,,,10.1002/ieam.4348,2020,Structure of the AOP‐BN,1,The AOP‐BN model was implemented in the software Netica version 6,Netica,,SM46897,software,NETICA,533
42,160965,,,,,10.1109/ACCESS.2021.3095759,2021,Data Cleaning and Transformation (PreprocessRawData),0,We preprocessed the raw user textual data with the NLP-preprocessing library NLTK ,NLTK,,SM56678,software,NLTK,1076
43,136444,comm,comm/Sensors_(Basel)/PMC5855465.nxml,5855465,29462884.0,10.3390/s18020597,2018,5.3.4. Average End-to-End Delay,51,"Figure 9 describes the ability of the BOLSR-PSO algorithm to deal with the frequent changes in the network topology, which performs better in dynamic mobility than the OLSR-Gomez, OLSR RFC-3626, and OLSR-RAND routing protocols",OLSR,,SM480452,software,OLSR,1081
44,242912,,,,,10.1371/journal.pone.0137275,2015,paper_abstract,0, Our results have shown that snow albedo assimilation in both ORCHIDEE and ORCHIDEE-LMDZ (a general circulation model of Laboratoire de Météorologie Dynamique) improve the simulation accuracy of mean seasonal (October throughout May) snow water equivalent over the region north of 40 degrees,ORCHIDEE,,SM314767,software,ORCHIDEE,929
45,189130,comm,comm/Genome_Biol/PMC549069.nxml,549069,15642100.0,10.1186/gb-2004-6-1-r8,2005,Attribute,15,PATO should hold general attributes that can be applied through different phenotypic ontologies,PATO,,SM80366,software,PATO,739
46,80865,,,,,10.1089/ast.2012.0942,2013,6.1.1. Approach,0, Actual characteristics of the orbit of Phobos are listed in ,Phobos,,SM61233,software,PHOBOS,721
47,207027,,,,,10.1177/1176934319834612,2019,Positive Selection in Amino Acids,6,"Taking human MKRN3_zinc finger domain crystal structure in account, crystal structure was mapped with positive -selected site by Phyre tool (",Phyre,,SM1456,software,PHYRE,2610
48,99617,comm,comm/J_Appl_Clin_Med_Phys/PMC5875509.nxml,5875509,25207405.0,10.1120/jacmp.v15i4.4786,2014,Materials and target definition,5,"For all three techniques, planning was conducted using Pinnacle3 (ver",Pinnacle3,,SM132949,software,PINNACLE3,336
49,47496,comm,comm/Cell_Death_Dis/PMC8164635.nxml,8164635,34052831.0,10.1038/s41419-021-03828-z,2021,Proteomic analysis,15,Filtered tables were generated to include proteins found in at least one of three technical replicates and to exclude proteins showing <30% change (corresponding to a ratio of ±1.3) and those showing no statistical significance according to the PLGS software.,PLGS,,SM30551,software,PLGS,967
50,157080,,,,,10.1080/13658816.2011.558017,2011,Response time,4," In addition to the reduced size of indices, the difference between PostGIS and Geopot is the scalability",PostGIS,,SM27311,software,POSTGIS,916
51,81199,non_comm,non_comm/Br_J_Cancer/PMC2361198.nxml,2361198,16495932.0,10.1038/sj.bjc.6602989,2006,Real-time PCR,15,"The primers and probes were designed using Primer Express® software based on our previously registered sequence for PIF (GenBank accession number AY590150) and the sequences were checked for compatibility by Applied Biosystems (Warrington, UK)",Primer Express®,,SM6386,software,PRIMER EXPRESS®,280
52,261055,,,,,10.1099/mgen.0.000402,2020,Methods,6,Structural annotation was made from a union of Prodigal (v2,Prodigal,,SM6260,software,PRODIGAL,6433
53,120952,comm,comm/BMC_Bioinformatics/PMC1869006.nxml,1869006,15960826.0,10.1186/1471-2105-6-S1-S14,2005,Implementation,6,The ProMiner system treats each synonym as a string of letters which can be split into several tokens,ProMiner,,SM77234,software,PROMINER,398
54,177319,comm,comm/Mol_Biol_Int/PMC4939350.nxml,4939350,27429806.0,10.1155/2016/9156735,2016,3. Results and Discussion,11,In this study we have used ProtComp version 9.0 for predicting the subcellular localization of the PpANK proteins,ProtComp,,SM65152,software,PROTCOMP,425
55,8051,comm,comm/ACS_Chem_Neurosci/PMC8041276.nxml,8041276,33705101.0,10.1021/acschemneuro.1c00061,2021,Molecular Docking,56,Protein Preparation Wizard was used to assign bond orders and appropriate amino acid ionization states and to check for steric clashes,Protein Preparation Wizard,,SM2867,software,PROTEIN PREPARATION WIZARD,1103
56,233427,,,,,10.1002/cam4.3513,2020,Statistical analysis,1,The NMA was based on the Bayesian random‐effects model and was conducted with the “gemtc” and “rjags” packages in R v4,rjags,,SM8611,software,RJAGS,501
57,94162,comm,comm/PLoS_One/PMC4214822.nxml,4214822,25356812.0,10.1371/journal.pone.0110051,2014,Conserved and less-conserved miRNA families and their expression in soybean root,8,"After excluding sRNA reads that perfectly matched known soybean miRNAs, the remaining 21 to 22 nt were subjected to rigorous secondary structural analysis of their precursors using RNAfold software (http://mfold.rna.albany.edu/)",RNAfold,,SM6545,software,RNAFOLD,8478
58,197093,comm,comm/BMC_Genomics/PMC2640395.nxml,2640395,19099599.0,10.1186/1471-2164-9-623,2008,Core TRR and the initiation of microRNA formation,33,"For 2000 randomly generated intergenic sequences by RSAT, 94.5% had a score above 20, while only 22.4% had a score above 40",RSAT,,SM36029,software,RSAT,1702
59,50421,non_comm,non_comm/Prev_Chronic_Dis/PMC2811502.nxml,2811502,20040222.0,,2010,Methods,10,"All statistical modeling was conducted by using the Hmisc and Design packages of S-Plus version 8.0 (Tibico, Inc, Palo Alto, California)",S-Plus,,SM18487,software,S-PLUS,958
60,66157,,,,,10.1186/gb-2011-12-9-r94,2011,Sequence alignment,3,"3% of targeted transcripts) for NimbleGen SeqCap and 9,818 (42",SeqCap,,SM15580,software,SEQCAP,623
61,180030,,,,,10.4103/0366-6999.173480,2016,R,9," Haplotypes were constructed using the program SHEsis, but no relationship was found between haplotypes and the gastric mucosal injury",SHEsis,,SM28434,software,SHESIS,1974
62,280704,,,,,10.1371/journal.pone.0240351,2020,Results,1,The 1085 genes whose expression was up- or downregulated by the growth of PAO1 in WBHVs compared to its growth LBB were analyzed by GO enrichment analysis using ShinyGO v0,ShinyGO,,SM16103,software,SHINYGO,499
63,55281,,,,,10.3389/fgene.2019.00904,2019,Bioinformatic Analysis of Metatranscriptomic Sequencing Data,2," Post sequencing, rRNAs can be identified for removal from downstream analyses using tools like SortMeRNA (",SortMeRNA,,SM5067,software,SORTMERNA,1036
64,125391,comm,comm/PLoS_One/PMC2040198.nxml,2040198,17971880.0,10.1371/journal.pone.0001120,2007,Microarray analysis,45,Data from the DNA microarray hybridizations and the in silico hybridizations were compiled to generate Figure 6 using Spotfire (Somerville MA) for data visualization.,Spotfire,,SM1797,software,SPOTFIRE,1259
65,116843,non_comm,non_comm/Breed_Sci/PMC6507715.nxml,6507715,31086496.0,10.1270/jsbbs.18126,2019,Population structure analysis,7,Suitable number of subpopulations (K) was determined based on the ΔK values (Evanno ) (Supplemental Table 3) with STRUCTURE HARVESTER 0.6.94 software (Earl and vonHoldt 2012),STRUCTURE HARVESTER,0.6.94,SM835,software,STRUCTURE HARVESTER,2589
