Column1,license_893,location,pmcid,pmid,doi,pubdate,source_893,number,text,software,version,ID,curation_label,mention_counts,software_mention_1540,mapped_to_1540,source_45,platform_1540,package_url_1540,description_1540,homepage_url_1540,license_45,github_repo_1540,exact_match_1540,reference_1540,software_mention_692,mapped_to_692,source_871,package_url_692,description_692,github_repo_692,github_repo_license_692,exact_match_692,software_mention_865,mapped_to_865,source_21,platform_865,package_url_865,description_865,homepage_url_865,license_21,github_repo_865,exact_match_865,software_mention_15,mapped_to_15,source_1031,platform_15,package_url_15,description_15,homepage_url_15,license_1031,github_repo_15,exact_match_15,reference_15,software_mention,mapped_to,source_181,package_url,description,homepage_url,other_urls,github_repo,exact_match,RRID,reference,scicrunch_synonyms,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments
81,,,,,10.1655/HERPMONOGRAPHS-D-11-00012.1,2012,Phylogenetic Analyses,2,Model parameters specified by jModelTest and alternative models implemented in Bayesian inference analyses,jModelTest,,SM1708,software,7669,,,,,,,,,,,,jModelTest,jmodeltest2,Github API,https://github.com/ddarriba/jmodeltest2,Automatically exported from code.google.com/p/jmodeltest2,https://github.com/ddarriba/jmodeltest2,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,jModelTest,jModelTest,SciCrunch API,https://scicrunch.org/browse/resources/SCR_015244,"Software tool used to carry out statistical selection of best-fit models of nucleotide substitution without the aid of PAUP*. It implements five different model selection strategies: hierarchical and dynamical likelihood ratio tests, Akaike and Bayesian information criteria, and a decision theory method. It also provides estimates of model selection uncertainty, parameter importances, and model-averaged parameter estimates.",['http://www.molecularevolution.org/software/phylogenetics/jmodeltest'],[],[None],TRUE,SCR_015244,"[nan, '(jModelTest, RRID:SCR_015244)']",['jmodeltest'],PUB,SN,Y,N,N,Y,,,,SD,OK: can't get full text
82,comm,comm/Evid_Based_Complement_Alternat_Med/PMC7781704.nxml,7781704,334249910,10.1155/2020/6683302,2020,2.5. Statistical Analysis,12,Stata14.0 software was utilized for data analysis,Stata14,Stata14.0,SM31535,software,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,SN,Y,N,N,Y,,,,OK,
83,non_comm,non_comm/J_Biomed_Biotechnol/PMC3312330.nxml,3312330,225058030,10.1155/2012/103132,2012,,40,Figure S1: Electrostatic potential surface representations of AraC/XylS family members calculated with the software DelPhi; Figure S2: A description of the genetic context of predicted binding sites of the uncharacterized AraC/XylS transcription factors; Table S1: The list of 62 well�]characterized AraC/XylS- family transcriptional regulators with known biological roles from which the dendrogram was calculated; Table S2: Details of the analysis of the genetic context of predicted binding sites of the unchar,DelPhi,,SM35451,software,912,,,,,,,,,,,,DelPhi,delphimvcframework,Github API,https://github.com/danieleteti/delphimvcframework,DMVCFramework (for short) is a popular and powerful framework for web solution in Delphi. Supports RESTful and JSON-RPC APIs development.,https://github.com/danieleteti/delphimvcframework,Apache-2.0,FALSE,,,,,,,,,,,,,,,,,,,,,,DelPhi,DelPhi,SciCrunch API,https://scicrunch.org/browse/resources/SCR_008669,"DelPhi provides numerical solutions to the Poisson-Boltzmann equation (both linear and nonlinear form) for molecules of arbitrary shape and charge distribution. The current version is fast, accurate, and can handle extremely high lattice dimensions. It also includes flexible features for assigning different dielectric constants to different regions of space and treating systems containing mixed salt solutions. DelPhi takes as input a coordinate file format of a molecule or equivalent data for geometrical objects and/or charge distributions and calculates the electrostatic potential in and around the system, using a finite difference solution to the Poisson-Boltzmann equation. DelPhi is a versatile electrostatics simulation program that can be used to investigate electrostatic fields in a variety of molecular systems. Features of DelPhi include solutions to mixtures of salts of different valence; solutions to different dielectric constants to different regions of space; and estimation of the best relaxation parameter at run time.",['http://wiki.c2b2.columbia.edu/honiglab_public/index.php/Software:DelPhi'],[],[None],TRUE,SCR_008669,"[nan, '(DelPhi, RRID:SCR_008669)']",['delphi'],NAM,SN,Y,N,N,Y,C or C++,,,OK,
84,non_comm,non_comm/Curr_Genomics/PMC6935956.nxml,6935956,319297250,10.2174/1389202920666190617094930,2019,Family-based Association Analysis,29,FBAT has also been extended to incorporate haplotypes and gene-environment interaction analysis [63],FBAT,,SM14285,software,2194,,,,,,,,,,,,FBAT,FBAT,Github API,https://github.com/nicolas-wagner/FBAT,,https://github.com/nicolas-wagner/FBAT,GPL-3.0,TRUE,,,,,,,,,,,,,,,,,,,,,,FBAT,FBAT,SciCrunch API,https://scicrunch.org/browse/resources/SCR_009178,"Software application that allows the user to test for association/linkage between disease phenotypes and haplotypes by utilizing family-based controls. The method extends the approach for testing described in Rabinowitz and Laird (2000) to handle multiple tightly linked markers. It is robust to population admixture, yet efficient in the sense that it utilizes data from families where phase cannot be completely resolved in all individuals by using weights, which are estimated from the sample. However, the method remains robust to population stratification and population admixture. The method can handle any type of phenotype, including multiple phenotypes and missing parents, marker data, and/or phase, and provides both bi-allelic and multi-allelic tests. PowerFBAT is a tool for power simulation of association analysis using FBAT with binary outcomes. XWXW is an extension to the Haseman-Elston method for non-parametric linkage test with quantitative traits. XDT is a software that performs classical TDT, SDT and Rabinowitz TDT for nuclear families (not supported anymore). (entry from Genetic Analysis Software)",['http://www.biostat.harvard.edu/~fbat/fbat.htm'],[],[None],TRUE,SCR_009178,"[nan, '(FBAT, RRID:SCR_009178)']","['(haplotype) family based association test pbat', 'fbat']",URL,SN,Y,N,N,Y,,,,OK,
85,comm,comm/J_Exp_Bot/PMC5853479.nxml,5853479,284070760,10.1093/jxb/erx067,2017,,17,Diagram generated using BioVenn,BioVenn,,SM3270,software,577,BioVenn,BioVenn,CRAN Index,CRAN,https://cran.r-project.org/web/packages/BioVenn/index.html,Create Area-Proportional Venn Diagrams from Biological Lists,[None],GPL-3,,TRUE,"<pre>
  @Article{,
    title = {BioVenn--an R and Python package for the comparison and
      visualization of biological lists using area-proportional Venn
      diagrams},
    author = {{Hulsen} and {Tim}},
    journal = {Data Science},
    volume = {4},
    number = {1},
    pages = {51--61},
    year = {2021},
    publisher = {IOS Press},
    url = {https://dx.doi.org/10.3233/DS-210032},
  }
</pre>",BioVenn,BioVenn,Github API,https://github.com/cran/BioVenn,:exclamation:�This�is�a�read-only�mirror�of�the�CRAN�R�package�repository.  BioVenn���Create�Area-Proportional�Venn�Diagrams�from�Biological�Lists  ,https://github.com/cran/BioVenn,,TRUE,BioVenn,BioVenn,Pypi Index,Pypi,https://pypi.org/project/BioVenn,BioVenn: Create Area-Proportional Venn Diagrams from Biological Lists,['https://www.biovenn.nl'],OSI Approved :: GNU General Public License v3 (GPLv3),[None],TRUE,,,,,,,,,,,,,,,,,,,,,,,,PUB,SN,Y,N,N,Y,PHP,,,OK,
86,,,,,10.1038/s41598-020-73168-z,2020,Sub-nanometer resolution UEM,0,"6�pC, we numerically maximize the monochromator efficiency via GPT simulation",GPT,,SM12105,software,2177,,,,,,,,,,,,GPT,GPT,Github API,https://github.com/baidu/GPT,,https://github.com/baidu/GPT,Apache-2.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRO,SP,Y,N,N,Y,,,,OK,"General Particle Tracer (GPT) simulation, https://www.pulsar.nl/gpt/"
87,comm,comm/AoB_Plants/PMC4086424.nxml,4086424,249469430,10.1093/aobpla/plu028,2014,tab_caption,1,"Sig., significance of the QTL was determined by the fitqtl method in R/qtl at **P < 0.05 and *P < 0.1.",R/qtl,,SM51427,software,1100,,,,,,,,,,,,R/qtl,qtl,Github API,https://github.com/kbroman/qtl,R/qtl: A QTL mapping environment,https://github.com/kbroman/qtl,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUB,SN,Y,N,N,Y,R,,,OK,
88,comm,comm/Sci_Rep/PMC5740155.nxml,5740155,292697340,10.1038/s41598-017-17852-7,2017,,3,"The maps were redrawn from CC-BY open access allowed maps (DEX WEB: http://www.dex.ne.jp/download/map/) using Adobe Illustrator CS6 (ver 16.0.4, Serial 1543-0405-8063-3771-4051-0742).",Adobe Illustrator CS6,,SM257066,software,348,,,,,,,,,,,,Adobe Illustrator CS6,illustrator-scripts,Github API,https://github.com/walston/illustrator-scripts,Adobe Illustrator CC (-or- CS6) scripts. Some used specifically for color separation or tech-packing,https://github.com/walston/illustrator-scripts,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,SN,Y,N,N,Y,,,,OK,
89,comm,comm/Algorithms_Mol_Biol/PMC2679019.nxml,2679019,193860980,10.1186/1748-7188-4-7,2009,Methods,28,"The main functions in the R libraries are as follows: justPlier for PLIER, vsnrma for VSN, q.farms for FARMS, mmgmos for mmgMOS, expresso for MBEI (PM only model), gcrma for GCRMA, mas5 for MAS, rma for RMA, expresso and the R codes available in [37] for DFW, RP for RP, modt.stat for modT, sam.stat for samT, shrinkt.stat for shrinkT, IBMT for ibmT [38], and pumaComb and pumaDE for PPLR [19].",PLIER,,SM37035,software,922,,,,,,,,,,,,PLIER,PLIER,Github API,https://github.com/wgmao/PLIER,Pathway-Level Information Extractor (PLIER): a generative model for gene expression data,https://github.com/wgmao/PLIER,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,NA,Y,N,N,Y,,,,OK,"Algorithm, not software"
90,comm,comm/Aging_(Albany_NY)/PMC7185098.nxml,7185098,322823340,10.18632/aging.102966,2020,Microarray datasets analysis,25,RMA log expression units were calculated using �affy� package for the R statistical programming language,affy,,SM16439,software,3483,,,,,,,,,,,,affy,affy,Github API,https://github.com/D-Avramenko/affy,For my football association,https://github.com/D-Avramenko/affy,,TRUE,,,,,,,,,,,affy,affy,Bioconductor Index,Bioconductor,https://www.bioconductor.org/packages/release/bioc/html/affy.html,Methods for Affymetrix Oligonucleotide Arrays,[''],LGPL (>= 2.0),,TRUE,https://doi.org/doi:10.18129/B9.bioc.affy,affy,affy,SciCrunch API,https://scicrunch.org/browse/resources/SCR_012835,Software R package of functions and classes for the analysis of oligonucleotide arrays manufactured by Affymetrix. Used to process probe level data and for exploratory oligonucleotide array analysis.,['http://www.bioconductor.org/packages/release/bioc/html/affy.html'],"['https://bio.tools/affy,', 'https://bio.tools/affy,', 'https://bio.tools/affy']",[None],TRUE,SCR_012835,"['http://www.ncbi.nlm.nih.gov/pubmed/14960456', '(affy, RRID:SCR_012835)']","['affy - methods for affymetrix oligonucleotide arrays', 'affy']",NAM,SN,Y,N,N,Y,R,,,OK,
91,,,,,10.1038/s41598-019-53345-5,2019,Methods,4,"For both PEAR-2 and PEAR studies, a change in BP from the start to the end of the antihypertensive treatment (Posttreatment BP � Pretreatment BP) was defined as the diastolic and systolic BP response",PEAR,,SM15092,software,2547,,,,,,,,,,,,PEAR,PEAR,Github API,https://github.com/tseemann/PEAR,Pair-End AssembeR,https://github.com/tseemann/PEAR,NOASSERTION,TRUE,,,,,,,,,,,,,,,,,,,,,,PEAR,PEAR,SciCrunch API,https://scicrunch.org/browse/resources/SCR_003776,"Software for an ultrafast, memory-efficient and highly accurate pair-end read merger. It is fully parallelized and can run with as low as just a few kilobytes of memory.",['http://www.exelixis-lab.org/software.html'],[],[None],TRUE,SCR_003776,"[nan, '(PEAR, RRID:SCR_003776)']","['pear: pair-end read merger', 'pair-end read merger', 'pear']",NAM,NA,Y,,,Y,,,,OK,Pharmacogenomic Evaluation of Antihypertensive Responses (PEAR) study
92,,,,,10.1152/ajpheart.00945.2020,2021,GRANTS,0,"This research was performed within the framework of PREDICT II (Predicting sudden cardiac arrest 2) of the Dutch Cardiovascular Alliance (DCVA), funded by the Public Private Partnership Grant of the Dutch Heart Foundation (2018B015)",PREDICT,,SM4218,software,5260,,,,,,,,,,,,PREDICT,predictionio,Github API,https://github.com/apache/predictionio,"PredictionIO, a machine learning server for developers and ML engineers.",https://github.com/apache/predictionio,Apache-2.0,FALSE,PREDICT,PREDICT,Pypi Index,Pypi,https://pypi.org/project/PREDICT,Predict: a Radiomics Extensive Digital Interchangable Classification Toolkit.,['https://github.com/Svdvoort/PREDICTFastr'],OSI Approved :: Apache Software License,['https://github.com/Svdvoort/PREDICTFastr'],TRUE,,,,,,,,,,,,PREDICT,PREDiCT,SciCrunch API,https://scicrunch.org/browse/resources/SCR_015517,"Patient database that contains EEG data sets, executable tasks, and computational tools.",['http://predictsite.com'],[],[None],FALSE,SCR_015517,"[nan, '(PREDiCT, RRID:SCR_015517)']","['patient repository for eeg data and computational tools (predict)', 'patient repository for eeg data and computational tools', 'predict']",NAM,NA,N,,,Y,,,,OK,"Framework of PREDICT II (Predicting sudden cardiac arrest 2) of the Dutch Cardiovascular Alliance (DCVA),"
93,,,,,10.1080/1091367X.2013.841701,2014,Phase I: Instrument Development,19, This dyad stream then was entered into NodeXL,NodeXL,,SM96248,software,1213,,,,,,,,,,,,NodeXL,NodeXL,Github API,https://github.com/harshil-yadav-by/NodeXL,,https://github.com/harshil-yadav-by/NodeXL,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,SN,Y,N,N,Y,,,,OK,
94,non_comm,non_comm/Cell_Res/PMC3945884.nxml,3945884,243663370,10.1038/cr.2013.172,2014,"Crystallization, data collection and structural determination",18,The nickel sites were located using SHELXD from Bijvoet differences in the Ni-SAD data,SHELXD,,SM931,software,1000,,,,,,,,,,,,SHELXD,Sagasu,Github API,https://github.com/co2e14/Sagasu,SHELXD grid search and substructure solution analysis,https://github.com/co2e14/Sagasu,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,SN,Y,N,N,Y,,,,OK,
95,,,,,10.1093/nar/gkt938,2014,Classifier stability across multiple data sets,0,"To test different aspects of classifier stability, we trained Inferelator on 16 different data/parameter sets and cMonkey on 4 (",Inferelator,,SM95726,software,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,SN,Y,N,N,Y,,,,OK,
96,,,,,10.1002/ece3.2160,2016,Materials and Methods,11,"Nonmetric multidimensional scaling (NMDS package: vegan R, Oksanen et�al",vegan R,,SM45307,software,264,,,,,,,,,,,,vegan R,vegan,Github API,https://github.com/vegandevs/vegan,"R package for community ecologists: popular ordination methods, ecological null models & diversity analysis",https://github.com/vegandevs/vegan,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRO,SN,Y,N,N,Y,R,,,OK,
97,,,,,10.1016/j.celrep.2017.09.045,2017,Results,0,"To label and isolate endogenous Arc protein, we engineered knockin mice (Arc",Arc,,SM29631,software,4273,,,,,,,,,,,,Arc,Arc,Github API,https://github.com/Anuken/Arc,A Java game development framework based off of libGDX. ,https://github.com/Anuken/Arc,MIT,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,NA,Y,,,Y,,,,OK,Name of a protein
98,comm,comm/BMC_Evol_Biol/PMC2880984.nxml,2880984,204596300,10.1186/1471-2148-10-135,2010,Data mining,44,Subset databases were constructed to reduce the computational burden of performing a HMMER3 search against the complete NCBI nucleotide and EST databases,HMMER3,,SM6118,software,3342,,,,,,,,,,,,HMMER3,HmmPy,Github API,https://github.com/EnzoAndree/HmmPy,A Pure-Python parser of HMMER3 output,https://github.com/EnzoAndree/HmmPy,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,SN,Y,N,N,Y,,,,OK,
99,comm,comm/BMC_Genomics/PMC4470036.nxml,4470036,259975410,10.1186/s12864-015-1450-3,2015,RNA expression analyses,62,Raw expression data from all experiments were normalized using the R library Frozen Robust Multiarray Analysis (fRMA) method [44],R library,,SM28202,software,813,,,,,,,,,,,,R library,react-testing-library,Github API,https://github.com/testing-library/react-testing-library,?? Simple and complete React DOM testing utilities that encourage good testing practices.,https://github.com/testing-library/react-testing-library,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUB,SN,N,N,N,Y,R,,,OK,"""using the R library Frozen Robust Multiarray Analysis (fRMA) method [44]. """
