Column1,license_893,location,pmcid,pmid,doi,pubdate,source_893,number,text,software,version,ID,curation_label,mention_counts,software_mention_1540,mapped_to_1540,source_45,platform_1540,package_url_1540,description_1540,homepage_url_1540,license_45,github_repo_1540,exact_match_1540,reference_1540,software_mention_692,mapped_to_692,source_871,package_url_692,description_692,github_repo_692,github_repo_license_692,exact_match_692,software_mention_865,mapped_to_865,source_21,platform_865,package_url_865,description_865,homepage_url_865,license_21,github_repo_865,exact_match_865,software_mention_15,mapped_to_15,source_1031,platform_15,package_url_15,description_15,homepage_url_15,license_1031,github_repo_15,exact_match_15,reference_15,software_mention,mapped_to,source_181,package_url,description,homepage_url,other_urls,github_repo,exact_match,RRID,reference,scicrunch_synonyms,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments
390,comm,comm/PLoS_One/PMC5300206.nxml,5300206,281826840,10.1371/journal.pone.0171768,2017,Molecular analyses,14,"Sequences were aligned using the ClustalW algorithm in MacVector v14.5.3 (MacVector, Inc, Apex, NC) and a consensus sequence was created, which was identical to Symbiodinium phylotype A4 (CCMP2456, LK934674.1) deposited in NCBI",MacVector,,SM27769,software,2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MacVector,MacVector,SciCrunch API,https://scicrunch.org/browse/resources/SCR_015700,"Software application that provides sequence editing, primer design, internet database searching, protein analysis, sequence confirmation, multiple sequence alignment, phylogenetic reconstruction, coding region analysis, agarose gel simulation and a variety of other functions.",['http://macvector.com'],[],[None],TRUE,SCR_015700,"[nan, '(MacVector, RRID:SCR_015700)']",['macvector'],,,,,,,,,,,
391,,,,,10.3389/fpls.2020.603302,2020,Preprocessing and Analyzing ScRNA-Seq Data,0, The gene–cell matrices for samples were further processed using the R package Seurat (version 2,R package Seurat,,SM16140,software,810,,,,,,,,,,,,R package Seurat,SCopeLoomR,Github API,https://github.com/aertslab/SCopeLoomR,"R package (compatible with SCope) to create generic .loom files and extend them with other data e.g.: SCENIC regulons, Seurat clusters and markers, ...",https://github.com/aertslab/SCopeLoomR,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,comm,comm/Oncotarget/PMC5725013.nxml,5725013,292459710,10.18632/oncotarget.22130,2017,Clustering and sequencing of ncRNA,37,"The transcription with splicing of each sample were combined and screened as lncRNAs with Cuffmerge Software, and the conditions were as follows: the number of exon?2, length > 200 bp, FPKM ?0.5 (Cuffquant) and to eliminate overlapping and coding potential transcription with annotation of database at exon region (Cuffcompare Software)",Cuffquant,,SM32965,software,365,,,,,,,,,,,,Cuffquant,Cuffnorm_Cuffquant,Github API,https://github.com/genepattern/Cuffnorm_Cuffquant,Archive of old Cufflinks modules,https://github.com/genepattern/Cuffnorm_Cuffquant,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,comm,comm/J_Virol/PMC6321922.nxml,6321922,303556940,10.1128/JVI.01813-18,2018,Phylogenetic tree and alignment.,23,The radial phylogram was visualized and rendered for publication using CLC Sequence Viewer 7 and Adobe Illustrator CC 2017.,Adobe Illustrator CC,2017,SM7656,software,1105,,,,,,,,,,,,Adobe Illustrator CC,CC-Extension-Builder-For-Visual-Studio-Code,Github API,https://github.com/Hennamann/CC-Extension-Builder-For-Visual-Studio-Code,"A Visual Studio Code Extension that lets you create HTML based extensions for Adobe Creative Cloud applications such as Photoshop, Illustrator and InDesign.",https://github.com/Hennamann/CC-Extension-Builder-For-Visual-Studio-Code,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,,,,10.1080/14763141.2018.1561931,2021,Data processing and statistical analysis,1," For all recorded signals, the beginning and end frames of the movement were identified using the Vicon Nexus Software and the kinematic data",Vicon Nexus,,SM17759,software,1153,,,,,,,,,,,,Vicon Nexus,Vicon2WorldViz,Github API,https://github.com/willpower2727/Vicon2WorldViz,Example code to stream Vicon Nexus data into WorldViz,https://github.com/willpower2727/Vicon2WorldViz,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,,,,10.1016/j.celrep.2018.09.041,2018,Splicing analysis,0," rMATS classifies splicing events into 5 categories, skipped exons, retained introns, mutually exclusive exons, alternative 5? and 3? splice sites",rMATS,,SM23312,software,1926,,,,,,,,,,,,rMATS,rMATS,Github API,https://github.com/jscaber/rMATS,Changes to make rMATS Accept sorted bam files,https://github.com/jscaber/rMATS,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,,,10.1093/nar/gks981,2013,paper_abstract,0," Next, we apply RepeatSeq to high-coverage genomes from the 1000 Genomes Project to evaluate performance and accuracy",RepeatSeq,,SM16195,software,352,,,,,,,,,,,,RepeatSeq,repeatseq,Github API,https://github.com/adaptivegenome/repeatseq,Accurate microsatellite genotypes from high-throughput resequencing data,https://github.com/adaptivegenome/repeatseq,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,RepeatSeq,RepeatSeq,SciCrunch API,https://scicrunch.org/browse/resources/SCR_013235,Software that determines genotypes for microsatellite repeats in high-throughput sequencing data.,['https://github.com/adaptivegenome/repeatseq'],[],['https://github.com/adaptivegenome/repeatseq'],TRUE,SCR_013235,"['http://www.ncbi.nlm.nih.gov/pubmed/23090981', '(RepeatSeq, RRID:SCR_013235)']",['repeatseq'],,,,,,,,,,,
397,,,,,10.1002/acm2.13086,2020,Data acquired,4,20/16 performed at Varian platform?3D3DV; 20/16 performed at ExacTrac platform?3D3DE,ExacTrac,,SM74679,software,1598,,,,,,,,,,,,ExacTrac,NewsExactractor,Github API,https://github.com/prithivi442/NewsExactractor,"It is a simple java application incorporating WebScrapping technique which allows user to look in latest headlines and read the news from well known site "" http://www.nepalisamachar.com.np/""",https://github.com/prithivi442/NewsExactractor,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,10.1128/mSystems.00080-18,2018,DISCUSSION,3," Similar false-positive rates for ancient and modern data sets are therefore highly desirable, and programs such as MALT and MetaPhlAn2 are more suitable than CLARK-S, MIDAS, and QIIME/UCLUST for these analyses as the ancient and modern sample false-positive rates are comparable both pre- and postfiltering",MetaPhlAn2,,SM8527,software,2410,,,,,,,,,,,,MetaPhlAn2,MetaPhlAn2,Github API,https://github.com/biobakery/MetaPhlAn2,,https://github.com/biobakery/MetaPhlAn2,MIT,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,comm,comm/BMC_Bioinformatics/PMC8236179.nxml,8236179,341748100,10.1186/s12859-021-04270-w,2021,Applicability of PlasForest to other datasets,26,"However, it is important to note that these three methods have a low level of agreement regarding which contigs are predicted to be plasmids: PPR-Meta and PlasClass agree on only 48.4% of contigs predicted as plasmids by PPR-Meta (Cohen’s ??=?0.271), while this number drops to 36.8% when comparing PPR-Meta and PlasFlow (Cohen’s ??=?0.269).",PPR-Meta,,SM106573,software,166,,,,,,,,,,,,PPR-Meta,PPR-Meta,Github API,https://github.com/zhenchengfang/PPR-Meta,A tool for identifying phages and plasmids from metagenomic fragments using deep learning,https://github.com/zhenchengfang/PPR-Meta,LGPL-3.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,,,,10.1534/g3.120.401325,2020,Results,13,The number of called variants and genotype call rates were identical at read mapping quality (mapQ) thresholds of either 20 or 30 (Table S3) within ANGSD,ANGSD,,SM39443,software,1477,,,,,,,,,,,,ANGSD,ANGSD,Github API,https://github.com/Chandrima-04/ANGSD,Codes and project work for Ananlysis of Next-Gen Sequencing Class,https://github.com/Chandrima-04/ANGSD,,TRUE,,,,,,,,,,,,,,,,,,,,,,ANGSD,ANGSD,SciCrunch API,https://scicrunch.org/browse/resources/SCR_021865,"Software tool fo analysis of next generation sequencing data. Calculates various summary statistics, and performs association mapping and population genetic analyses utilizing full information in next generation sequencing data by working directly on raw sequencing data or by using genotype likelihoods.",['https://github.com/ANGSD/angsd'],['http://www.popgen.dk/angsd/index.php/ANGSD'],['https://github.com/ANGSD/angsd'],TRUE,SCR_021865,"['http://dx.doi.org/10.1186/s12859-014-0356-4', '(ANGSD, RRID:SCR_021865)']",['angsd'],,,,,,,,,,,
401,comm,comm/Sci_Rep/PMC6695379.nxml,6695379,314170990,10.1038/s41598-019-47212-6,2019,fig_caption,4,"Graph showing the relationship between VECTRI-simulated surface mean temperature and rainfall with: (a) mosquito density, and (b) EIR, over Odisha",VECTRI,,SM317659,software,369,,,,,,,,,,,,VECTRI,VECTRI,Github API,https://github.com/atulclimate/VECTRI,VECTRI,https://github.com/atulclimate/VECTRI,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,comm,comm/Foods/PMC8156615.nxml,8156615,340656840,10.3390/foods10051101,2021,2.4. Statistical Analysis,11,"A web-based program called Heatmapper (www.heatmapper.ca/pairwise/, accessed on 17 April 2021) was used to produce the graphic representation of the dissimilarity matrix",Heatmapper,,SM17404,software,621,,,,,,,,,,,,Heatmapper,Heatmapper,Github API,https://github.com/maael/Heatmapper,A JavaScript library to track user interaction on webpages.,https://github.com/maael/Heatmapper,,TRUE,,,,,,,,,,,,,,,,,,,,,,Heatmapper,Heatmapper,SciCrunch API,https://scicrunch.org/browse/resources/SCR_016974,"Software tool to create and provide heat maps through a graphical interface. Allows to create an expression, pairwise comparison, image overlay, geomap, and geocoordinate heat maps for different data types and applications. Used to interactively visualize data.",['http://www2.heatmapper.ca/'],"['http://www.heatmapper.ca,', 'https://github.com/WishartLab/heatmapper,', 'https://bio.tools/heatmapper']","['https://github.com/WishartLab/heatmapper,']",TRUE,SCR_016974,"['http://www.ncbi.nlm.nih.gov/pubmed/27190236', '(Heatmapper, RRID:SCR_016974)']",['heatmapper'],,,,,,,,,,,
403,,,,,10.1186/s13011-016-0077-y,2016,Data analysis,0,Data were collected and stored in the Unipark database,Unipark,,SM65936,software,570,,,,,,,,,,,,Unipark,uniPark-BackEnd,Github API,https://github.com/EagleEye25/uniPark-BackEnd,2018 || 3rd Year || Project,https://github.com/EagleEye25/uniPark-BackEnd,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,comm,comm/Vet_Q/PMC7734034.nxml,7734034,319393350,10.1080/01652176.2020.1716278,2020,DNA extraction and quantitative real-time PCR,11,"Quantitative real-time PCR (qPCR) was performed using bactotype MAP PCR Kit (Qiagen, Hilden, Germany) in a Rotor-Gene® Q (Qiagen) real-time PCR Detection System and Rotor-Gene Q Software 2.3",Rotor-Gene Q,,SM6566,software,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,10.1016/j.bbapap.2021.140693,2021,Results,9,Aggregation propensity calculated using TANGO,TANGO,,SM4740,software,1516,,,,,,,,,,,,TANGO,tango,Github API,https://github.com/lunny/tango,This is only a mirror and Moved to https://gitea.com/lunny/tango,https://github.com/lunny/tango,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,TANGO,TANGO,SciCrunch API,https://scicrunch.org/browse/resources/SCR_001770,A computer algorithm to predict aggregation nucleating regions in proteins as well the effect of mutations and environmental conditions on the aggregation propensity of these regions.,['http://tango.crg.es/'],['https://bio.tools/tango'],[None],TRUE,SCR_001770,"['http://www.ncbi.nlm.nih.gov/pubmed/15361882', '(TANGO, RRID:SCR_001770)']",['tango'],,,,,,,,,,,
406,comm,comm/Biomolecules/PMC6995524.nxml,6995524,317569420,10.3390/biom9120753,2019,2.3. Bacterial Identification by 16S rRNA and Draft Genome Sequencing of Dickeya sp. WS52,5,Gene prediction was performed using the NCBI Prokaryotic Genome Annotation Pipeline server,Genome Annotation Pipeline,,SM1419,software,182,,,,,,,,,,,,Genome Annotation Pipeline,funannotate,Github API,https://github.com/nextgenusfs/funannotate,Eukaryotic Genome Annotation Pipeline,https://github.com/nextgenusfs/funannotate,BSD-2-Clause,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,,,10.2147/OPTH.S177899,2018,Data collection,0," Horizontal and vertical eye movements were analyzed, and saccade, fixation, and blinking were automatically identified using a velocity threshold identification (I-VT) filter with Tobii Studio software",Tobii Studio,,SM19689,software,1514,,,,,,,,,,,,Tobii Studio,TobiiFileReader,Github API,https://github.com/noudcorten/TobiiFileReader,Python code which reads data from Tobii Studio,https://github.com/noudcorten/TobiiFileReader,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,10.1186/s12864-019-5879-7,2019,Construction and description of global DDNs,0," Based on the data predicted with psRNATarget server and relations validated by degradome data, we constructed a degradome-dependent miRNA regulatory network (Fig",psRNATarget,,SM1094,software,2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psRNATarget,psRNATarget,SciCrunch API,https://scicrunch.org/browse/resources/SCR_013321,"A plant small RNA target analysis server which features two important analysis functions: 1) reverse complementary matching between miRNA and target transcript using a proven scoring schema, and 2) target site accessibility evaluation by calculating unpaired energy (UPE) required to ?open? secondary structure around miRNA?s target site on mRNA. PsRNATarget incorporates recent discoveries in plant miRNA target recognition, e.g. it distinguishes translational and post-transcriptional inhibition, and it reports the number of miRNA/target site pairs that may affect miRNA binding activity to target transcript. PsRNATarget is designed for high-throughput analysis of next-generation data with an efficient distributed computing back-end pipeline that runs on a Linux cluster. The server front-end integrates three simplified user-friendly interfaces to accept user-submitted or preloaded miRNAs and transcript sequences; and outputs a comprehensive list of miRNA / target pairs along with the online tools for batch downloading, key word searching and results sorting.",['http://plantgrn.noble.org/psRNATarget/'],['https://bio.tools/psrnatarget'],[None],TRUE,SCR_013321,"['http://www.ncbi.nlm.nih.gov/pubmed/21622958', '(psRNATarget, RRID:SCR_013321)']","['psrnatarget: a plant small rna target analysis server', 'psrnatarget']",,,,,,,,,,,
409,non_comm,non_comm/Mol_Biol_Cell/PMC3093322.nxml,3093322,214116340,10.1091/mbc.E10-10-0799,2011,Live cell imaging,49,"NIS-Elements AR 3.0, Imaris 6.3.1 (Bitplane), and Image J 1.41(NIH) software were used for image analysis.",NIS-Elements AR,3,SM15787,software,1029,,,,,,,,,,,,NIS-Elements AR,NisMarcos,Github API,https://github.com/gajdipajti/NisMarcos,Nis Elements AR Macros,https://github.com/gajdipajti/NisMarcos,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,,,,10.1080/10494820.2014.994533,2016,Investigational,3,The VR toolkit used was Vizard™ (,Vizard,,SM236854,software,584,,,,,,,,,,,,Vizard,Vizard,Github API,https://github.com/dangost/Vizard,Game Catalog System (API + Desktop Client),https://github.com/dangost/Vizard,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,,,10.12659/MSM.915170,2019,Material and Methods,3,PPI network mapping was performed on obtained bioactive ingredients and disease targets using BisoGenet software,BisoGenet,,SM28014,software,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BisoGenet,BisoGenet,SciCrunch API,https://scicrunch.org/browse/resources/SCR_018502,"THIS RESOURCE IS NO LONGER AVAILABLE. Documented on May 18, 2020. Software package to create, visualize and analyze biological networks. Can include coding relations to distinguish between genes and their products. BisoGenet client is designed to work as Cytoscape plugin for querying server along with graph topology analysis and visualization options for easing interpretation process.",['https://omictools.com/bisogenet-tool'],[],[None],TRUE,SCR_018502,"['http://www.ncbi.nlm.nih.gov/pubmed/20163717', '(BisoGenet, RRID:SCR_018502)']",['bisogenet'],,,,,,,,,,,
412,,,,,10.1186/1556-276X-8-521,2013,Database searching,2,The table shows putative protein identifications of significantly altered protein spots isolated from lung samples of rats exposed to three types of nanomaterials based on peptide mass fingerprint (PMF) map database searching using Mascot Distiller software,Mascot Distiller,,SM4960,software,1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,comm,comm/Mol_Cell_Proteomics/PMC7050107.nxml,7050107,319417980,10.1074/mcp.RA119.001667,2020,TCUP Bioinformatics Pipeline,12,"The LC-MS/MS output was converted from the proprietary Thermo Xcalibur RAW format to the open-source mzXML format (33), using ReAdW (34) (version 201411.xcalibur), with command-line arguments: “–nocompress -gzip.” The X! Tandem spectrum search engine (version VENGEANCE Dec",X! Tandem,,SM3384,software,495,,,,,,,,,,,,X! Tandem,tandemx,Github API,https://github.com/dshean/tandemx,Scripts for processing the TanDEM-X global mosaic,https://github.com/dshean/tandemx,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,non_comm,non_comm/Mol_Biol_Evol/PMC6993857.nxml,6993857,315932380,10.1093/molbev/msz224,2020,,14,The orographic map (C) was generated with the raster package (Hijmans and van Etten 2011),raster,,SM40726,software,1716,raster,raster,CRAN Index,CRAN,https://cran.r-project.org/web/packages/raster/index.html,Geographic Data Analysis and Modeling,['https://rspatial.org/raster'],GPL (? 3),,TRUE,,raster,raster,Github API,https://github.com/rsms/raster,Raster — simple CSS grid system,https://github.com/rsms/raster,MIT,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,10.1186/s12859-017-1462-x,2017,Improved discrimination of CNS evaluated by classification accuracy analysis,21,Pathifier,Pathifier,,SM17137,software,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,comm,comm/Ecol_Evol/PMC6392370.nxml,6392370,308470830,10.1002/ece3.4886,2019,Data analysis,10,"Multiple sequence alignments were concatenated into a single file using Geneious Pro version 4.8.5 (Drummond et al., 2009).",Geneious Pro,,SM5003,software,2310,,,,,,,,,,,,Geneious Pro,Jacinda_Chen_bioinformatics_project,Github API,https://github.com/Jacinda-Chen/Jacinda_Chen_bioinformatics_project,"A bioinformatics project investigating the bacteria on public versus private keyboards using GitHub, BASH, and Geneious Prime.",https://github.com/Jacinda-Chen/Jacinda_Chen_bioinformatics_project,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,,,10.3390/ijms22115553,2021,3. Deep Learning-Based Advances in Overall Protein Structure Prediction Pipelines,9,"Essentially, as in previous iterations of I-TASSER, the C-ITASSER pipeline consists of the following steps",ITASSER,,SM1543,software,429,,,,,,,,,,,,ITASSER,itasserrun,Github API,https://github.com/ksumngs/itasserrun,Efficiently reformat protein sequences and simulate their structures using I-TASSER,https://github.com/ksumngs/itasserrun,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,ITASSER,iTasser,SciCrunch API,https://scicrunch.org/browse/resources/SCR_018803,Web server as integrated platform for automated protein structure and function prediction. Used for protein 3D structure prediction. Resource for automated protein structure prediction and structure-based function annotation.,['https://zhanglab.ccmb.med.umich.edu/I-TASSER/'],[],[None],FALSE,SCR_018803,"['http://dx.doi.org/10.1093/nar/gkv342', '(iTasser, RRID:SCR_018803)']",['itasser'],,,,,,,,,,,
418,,,,,10.1101/2020.02.11.944942,2020,Materials and Methods,4,"Using the BEDcov output generated by default by the SPANDx pipeline, a total of ?9kb of DNA across four discrete loci was identified as highly conserved across all ",SPANDx,,SM797,software,286,,,,,,,,,,,,SPANDx,SPANDx,Github API,https://github.com/dsarov/SPANDx,SPANDx - Comparative genomics for next-generation haploid sequence data,https://github.com/dsarov/SPANDx,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,,,10.1002/pro.3416,2018,Application of GRASP?Func to SG proteins,4,SALSA and GRASP?Func both incorporate computed chemical properties from the POOL method to predict protein function from 3D structure,POOL,,SM85198,software,973,,,,,,,,,,,,POOL,pool,Github API,https://github.com/fatih/pool,Connection pool for Go's net.Conn interface,https://github.com/fatih/pool,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,comm,comm/PLoS_One/PMC5464539.nxml,5464539,285949180,10.1371/journal.pone.0177875,2017,Mendelian randomization analyses on lung cancer,7,These plots were generated using the ggplot2 R package (R Project).,ggplot2 R package,,SM16608,software,455,,,,,,,,,,,,ggplot2 R package,ggally,Github API,https://github.com/ggobi/ggally,R package that extends ggplot2,https://github.com/ggobi/ggally,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,comm,comm/F1000Res/PMC6008854.nxml,6008854,299464310,10.12688/f1000research.13256.2,2018,Integration with ELIXIR AAI,17,We have integrated the META-pipe Authorization service with ELIXIR AAI,META-pipe,,SM178141,software,197,,,,,,,,,,,,META-pipe,META-pipe,Github API,https://github.com/emrobe/META-pipe,Supplementary information to the Meta-pipe article,https://github.com/emrobe/META-pipe,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,comm,comm/BMC_Genet/PMC1866534.nxml,1866534,149751610,10.1186/1471-2156-4-S1-S93,2003,Background,4,Parametric analysis in GENEHUNTER (GH) also is an exact likelihood method,GENEHUNTER,,SM69351,software,471,,,,,,,,,,,,GENEHUNTER,GeneHunter,Github API,https://github.com/BrainTwister/GeneHunter,Identification of organisms from a stream of DNA sequences,https://github.com/BrainTwister/GeneHunter,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,GENEHUNTER,MAPMAKER/SIBS,SciCrunch API,https://scicrunch.org/browse/resources/SCR_008012,"THIS RESOURCE IS NO LONGER IN SERVCE, documented September 22, 2016. Data analysis software for complete multipoint analysis.",['https://github.com/gaow/genetic-analysis-software/blob/master/pages/MAPMAKER%26SIBS.md'],"['https://dsgweb.wustl.edu/aldi/software/manuals/mapmaker_sibs/mapmaker_sibs.pdf', 'ftp://ftp-genome.wi.mit.edu/distribution/software/sibs']",['https://github.com/gaow/genetic-analysis-software/blob/master/pages/MAPMAKER%26SIBS.md'],FALSE,SCR_008012,"[nan, '(MAPMAKER/SIBS, RRID:SCR_008012)']","['mapmaker/sibs', 'genehunter']",,,,,,,,,,,
424,comm,comm/Front_Microbiol/PMC7840573.nxml,7840573,335197400,10.3389/fmicb.2020.599882,2021,Genome Analysis,9,"BLAST (The Basic Local Alignment Search Tool) available at https://blast.ncbi.nlm.nih.gov/Blast.cgi was used to verify the presence of plasmids pLM80 (GenBank AADR01000010) and pLMST6 (GenBank LT732640), the presence of transposons Tn6188 (GenBank HG329628), Tn5422 (GenBank L28104) and Tn554 (GenBank FR33648), and also the presence of the complete LGI2 sequence (GenBank CM001159) in the tested strains in which benzalkonium chloride, cadmium, and arsenic resistance genes were detected using Ridom SeqSphere+ ",Basic Local Alignment Search Tool,,SM2217,software,2446,,,,,,,,,,,,Basic Local Alignment Search Tool,BLAST-bioinfor-tool,Github API,https://github.com/JiaShun-Xiao/BLAST-bioinfor-tool,"Python implementation of Basic Local Alignment Search Tool (BLAST) , which is the core algorithm in sequence alignment for genomes.",https://github.com/JiaShun-Xiao/BLAST-bioinfor-tool,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,non_comm,non_comm/Biomed_Inform_Insights/PMC5724642.nxml,5724642,292427010,10.1177/1178222617745557,2017,Acquisition campaign,7,"The room contained a computer equipped with all audio players, including QuickTime, Windows Media Player, Audacity, and CoBE",QuickTime,,SM25557,software,802,,,,,,,,,,,,QuickTime,quicktime_video_hack,Github API,https://github.com/danielpaulus/quicktime_video_hack,Record iOS device audio and video,https://github.com/danielpaulus/quicktime_video_hack,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,,,10.1080/00103624.2015.1122800,2016,Introduction,2,The aim of this study was to quantify Al-induced changes in root architecture of two wheat cultivars that differ in Al tolerance (Al-tolerant Sivka and Al-sensitive Scout 66) grown in different growing systems (nutrient solutions and soil) and to compare the usefulness of two methods (WinRhizo and x-ray µCT) for assessing Al-induced changes in the root architecture,WinRhizo,,SM51521,software,2557,,,,,,,,,,,,WinRhizo,FineRoots,Github API,https://github.com/jariperttunen/FineRoots,Produce Lignum xml files from WinRhizo data.,https://github.com/jariperttunen/FineRoots,,FALSE,,,,,,,,,,,,,,,,,,,,,,WinRhizo,WinRHIZO,SciCrunch API,https://scicrunch.org/browse/resources/SCR_017120,"Software toolbox for image analysis by Regent Instruments Inc. Used for root measurement in different forms like morphology, topology, architecture and color analyses. Automatically or interactively analyses washed roots.",['http://regent.qc.ca/assets/winrhizo_software.html'],[],[None],FALSE,SCR_017120,"[nan, '(WinRHIZO, RRID:SCR_017120)']",['winrhizo'],,,,,,,,,,,
428,comm,comm/PLoS_One/PMC5991741.nxml,5991741,298791860,10.1371/journal.pone.0198725,2018,1. Provide direct messages to beneficiaries,36,"In an interview with the RapidSMS administrator, we were informed that, currently, the system has the capabilities to send the message directly to beneficiaries.",RapidSMS,,SM189294,software,514,,,,,,,,,,,,,,,,,,,,RapidSMS,RapidSMS,Pypi Index,Pypi,https://pypi.org/project/RapidSMS,Build SMS applications with Python and Django,['http://github.com/rapidsms/rapidsms'],OSI Approved :: BSD License,['http://github.com/rapidsms/rapidsms'],TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,10.1186/s12859-020-03684-2,2020,Results,2," In both cases, MAIRA correctly determined all 8 present genera of bacteria after the third batch (requiring 5 minutes using LAST and 11 minutes using ELLA)",LAST,,SM15077,software,3604,,,,,,,,,,,,LAST,slick,Github API,https://github.com/kenwheeler/slick,the last carousel you'll ever need,https://github.com/kenwheeler/slick,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,LAST,LAST,SciCrunch API,https://scicrunch.org/browse/resources/SCR_006119,"A tool for aligning sequences, similar to BLAST 2 sequences that colour-codes the alignments by reliability. Another useful feature of LAST is that it can compare huge (vertebrate-genome-sized) datasets. Unfortunately, this only applies to the downloadable version of LAST, not the web service. The web service can just about handle bacterial genomes, but it will take a few minutes and the output will be large. LAST can: * Handle big sequence data, e.g: ** Compare two vertebrate genomes ** Align billions of DNA reads to a genome * Indicate the reliability of each aligned column. * Use sequence quality data properly. * Compare DNA to proteins, with frameshifts. * Compare PSSMs to sequences * Calculate the likelihood of chance similarities between random sequences. LAST cannot (yet): * Do spliced alignment The main way of analyzing biological sequences is by comparing and aligning them to each other. It remains difficult, however, to compare modern multi-billionbase DNA data sets. The difficulty is caused by the nonuniform (oligo)nucleotide composition of these sequences, rather than their size per se. To solve this problem, we modified the standard seed-and-extend approach (e.g., BLAST) to use adaptive seeds. Adaptive seeds are matches that are chosen based on their rareness, instead of using fixed-length matches. This method guarantees that the number of matches, and thus the running time, increases linearly, instead of quadratically, with sequence length. LAST, our open source implementation of adaptive seeds, enables fast and sensitive comparison of large sequences with arbitrarily nonuniform composition.",['http://last.cbrc.jp/'],['https://bio.tools/last'],[None],TRUE,SCR_006119,"['http://www.ncbi.nlm.nih.gov/pubmed/21209072, 20144198, 20110255', '(LAST, RRID:SCR_006119)']","['single-stranded dna-binding protein 3', 'ssdp', 'lck-associated signal transducer', 'sequence-specific single-stranded-dna-binding protein', 'ssbp3', 'ssdp1', 'last']",,,,,,,,,,,
