,software,count,urls
835,CODA,9,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733611/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302823/'], ['https://www.sciencedirect.com/science/article/pii/S0278239120305504', 'https://www.ncbi.nlm.nih.gov/pubmed/32536436/', 'https://doi.org/10.1016/j.joms.2020.05.026', 'https://api.elsevier.com/content/article/pii/S0278239120305504'], ['https://www.ncbi.nlm.nih.gov/pubmed/32422192/', 'https://api.elsevier.com/content/article/pii/S0278239120304560', 'https://www.sciencedirect.com/science/article/pii/S0278239120304560?v=s5', 'https://doi.org/10.1016/j.joms.2020.05.003'], ['https://www.ncbi.nlm.nih.gov/pubmed/27938678/', 'https://api.elsevier.com/content/article/pii/S0378113516303339', 'https://doi.org/10.1016/j.vetmic.2016.11.020', 'https://www.sciencedirect.com/science/article/pii/S0378113516303339'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250615/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7225512/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6718391/']]"
836,Golden Helix,2,"[['https://doi.org/10.1186/1471-2164-15-1164', 'https://www.ncbi.nlm.nih.gov/pubmed/25534905/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103267/']]"
837,Modelrisk,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7163673/']]
838,PanCast,115,"[['http://medrxiv.org/cgi/content/short/2021.01.21.21250209v1?rss=1'], ['https://arxiv.org/pdf/2011.08069v1.pdf']]"
839,bed2diffs,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7149848/']]
840,Hybrid Capture,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162248/']]
841,LightCycler 480 Service,2,"[['https://doi.org/10.1186/s12985-017-0915-1', 'https://www.ncbi.nlm.nih.gov/pubmed/29304825/'], ['https://doi.org/10.1155/2017/5279065', 'https://www.ncbi.nlm.nih.gov/pubmed/28546965/']]"
842,DivErsity pArtitioning by hieRarchical Clustering (DEmARC),1,"[['https://doi.org/10.1038/s41564-020-0709-x', 'https://www.ncbi.nlm.nih.gov/pubmed/32341570/']]"
843,ExPaSy,2,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7763493/']]
844,pot,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159123/']]
845,Stemade,1,"[['https://doi.org/10.1007/s12098-016-2206-z', 'https://www.ncbi.nlm.nih.gov/pubmed/27510612/']]"
846,MiSeq,9,"[['https://www.ncbi.nlm.nih.gov/pubmed/33284326/', 'https://doi.org/10.1093/gigascience/giaa138'], ['https://www.ncbi.nlm.nih.gov/pubmed/32731471/', 'https://doi.org/10.3390/v12080814'], ['https://doi.org/10.1016/j.chom.2020.12.009', 'https://www.sciencedirect.com/science/article/pii/S1931312820306715', 'https://api.elsevier.com/content/article/pii/S1931312820306715', 'https://www.ncbi.nlm.nih.gov/pubmed/33357464/'], ['https://doi.org/10.1186/s12864-016-2500-1', 'https://www.ncbi.nlm.nih.gov/pubmed/26931144/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7845592/'], ['https://www.ncbi.nlm.nih.gov/pubmed/27077877/', 'https://doi.org/10.3390/v8040096'], ['https://doi.org/10.3389/fpubh.2015.00264', 'https://www.ncbi.nlm.nih.gov/pubmed/26697418/'], ['https://doi.org/10.3390/pathogens9050355', 'https://www.ncbi.nlm.nih.gov/pubmed/32397138/'], ['https://doi.org/10.1038/s10038-019-0675-4', 'https://www.ncbi.nlm.nih.gov/pubmed/31582773/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33052332/', 'https://doi.org/10.1101/2020.10.07.326462'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6272043/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33213511/', 'https://doi.org/10.1186/s40168-020-00912-y'], ['https://www.ncbi.nlm.nih.gov/pubmed/33382968/', 'https://doi.org/10.1016/j.cell.2020.12.006', 'https://www.sciencedirect.com/science/article/pii/S0092867420316767', 'https://api.elsevier.com/content/article/pii/S0092867420316767'], ['https://api.elsevier.com/content/article/pii/S0168170216305986', 'https://doi.org/10.1016/j.virusres.2017.06.005', 'https://www.ncbi.nlm.nih.gov/pubmed/28583442/', 'https://www.sciencedirect.com/science/article/pii/S0168170216305986'], ['https://www.ncbi.nlm.nih.gov/pubmed/30026820/', 'https://doi.org/10.7150/jca.24744'], ['https://www.ncbi.nlm.nih.gov/pubmed/32935098/', 'https://doi.org/10.1101/2020.09.11.291716'], ['https://doi.org/10.1101/2020.06.10.144782'], ['https://doi.org/10.1186/s12985-018-1001-z', 'https://www.ncbi.nlm.nih.gov/pubmed/29801460/'], ['https://doi.org/10.1016/j.jviromet.2014.12.002', 'https://www.ncbi.nlm.nih.gov/pubmed/25497414/', 'https://www.sciencedirect.com/science/article/pii/S0166093414004613', 'https://api.elsevier.com/content/article/pii/S0166093414004613', 'http://europepmc.org/articles/pmc4344864?pdf=render'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7107797/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3762862/'], ['https://api.elsevier.com/content/article/pii/B9780128163528000023', 'https://www.sciencedirect.com/science/article/pii/B9780128163528000023'], ['https://doi.org/10.1038/s41598-018-37483-w', 'https://www.ncbi.nlm.nih.gov/pubmed/30796243/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7031230/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7443263/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4575168/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7032056/'], ['https://doi.org/10.1101/2020.11.04.369165'], ['https://doi.org/10.1007/s12275-019-8549-1', 'https://www.ncbi.nlm.nih.gov/pubmed/30456757/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159757/'], ['https://www.ncbi.nlm.nih.gov/pubmed/31275264/', 'https://doi.org/10.3389/fmicb.2019.01326'], ['https://doi.org/10.1007/s00705-018-4037-x', 'https://www.ncbi.nlm.nih.gov/pubmed/30225519/'], ['https://api.elsevier.com/content/article/pii/B9780444634924000083', 'https://www.sciencedirect.com/science/article/pii/B9780444634924000083'], ['https://doi.org/10.1101/2020.01.08.898395'], ['https://doi.org/10.1093/dnares/dsaa014', 'https://www.ncbi.nlm.nih.gov/pubmed/32658266/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32570742/', 'https://doi.org/10.3390/v12060657'], ['https://doi.org/10.1007/s11262-018-1568-x', 'https://www.ncbi.nlm.nih.gov/pubmed/29744712/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33322135/', 'https://doi.org/10.3390/v12121432'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4036763/'], ['https://www.sciencedirect.com/science/article/pii/S1045105620300634', 'https://doi.org/10.1016/j.biologicals.2020.06.002', 'https://www.ncbi.nlm.nih.gov/pubmed/32660862/', 'https://api.elsevier.com/content/article/pii/S1045105620300634'], ['https://api.elsevier.com/content/article/pii/S1201971220306810', 'https://www.ncbi.nlm.nih.gov/pubmed/32841689/', 'https://www.sciencedirect.com/science/article/pii/S1201971220306810?v=s5', 'https://doi.org/10.1016/j.ijid.2020.08.052'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6249990/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122948/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33101395/', 'https://doi.org/10.3389/fgene.2020.577563']]"
847,RNASeq by Expectation Maximization (RSEM),1,"[['https://doi.org/10.1186/s12866-019-1498-3', 'https://www.ncbi.nlm.nih.gov/pubmed/31182015/']]"
848,OR PnP,1,[['https://arxiv.org/pdf/2011.02284v1.pdf']]
849,Vigileo Monitor,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7100097/']]
850,Veles,2,"[['https://www.ncbi.nlm.nih.gov/pubmed/33425045/', 'https://doi.org/10.1007/s12559-020-09773-x'], ['https://arxiv.org/pdf/2003.00108v1.pdf']]"
851,AcademicTwitter,1,"[['https://doi.org/10.1007/s10067-020-05405-9', 'https://www.ncbi.nlm.nih.gov/pubmed/32939569/']]"
852,Solar,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/33274064/', 'https://doi.org/10.7189/jgh.10.020425']]"
853,PedsAnesthesia,1,"[['https://doi.org/10.3390/children7110233', 'https://www.ncbi.nlm.nih.gov/pubmed/33212904/']]"
854,XTRACTs,3,"[['https://www.sciencedirect.com/science/article/pii/S0010482516300397', 'https://api.elsevier.com/content/article/pii/S0010482516300397', 'https://www.ncbi.nlm.nih.gov/pubmed/27089305/', 'https://doi.org/10.1016/j.compbiomed.2016.02.010'], ['https://doi.org/10.1016/j.compbiomed.2020.103963', 'https://api.elsevier.com/content/article/pii/S0010482520302961', 'https://www.sciencedirect.com/science/article/pii/S0010482520302961?v=s5', 'https://www.ncbi.nlm.nih.gov/pubmed/32828990/']]"
855,Gene traffic,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/19397807/', 'https://doi.org/10.1186/1471-2229-9-46']]"
856,KIHASA,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/29979418/', 'https://doi.org/10.1097/md.0000000000011358']]"
857,Kodak Digital Science 1D Image Analysis,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC521691/']]
858,CustomVision,7,"[['https://doi.org/10.1101/2020.05.21.20106518', 'http://medrxiv.org/cgi/content/short/2020.05.21.20106518v1?rss=1']]"
859,Sonosims®,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7448394/']]
860,WINGZ,1,"[['https://www.sciencedirect.com/science/article/pii/016817029290067J', 'https://api.elsevier.com/content/article/pii/016817029290067J', 'https://www.ncbi.nlm.nih.gov/pubmed/1604932/']]"
861,AMSEO,9,"[['https://doi.org/10.1016/j.asoc.2020.106385', 'https://www.ncbi.nlm.nih.gov/pubmed/32395097/', 'https://www.sciencedirect.com/science/article/pii/S1568494620303252?v=s5', 'https://api.elsevier.com/content/article/pii/S1568494620303252']]"
862,OligoAnalyzer,2,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2995084/'], ['https://www.ncbi.nlm.nih.gov/pubmed/23515874/', 'https://doi.org/10.1007/s00705-013-1648-0'], ['https://doi.org/10.1183/13993003.02060-2020', 'https://www.ncbi.nlm.nih.gov/pubmed/32859676/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087245/'], ['https://www.sciencedirect.com/science/article/pii/S0580951715000112', 'https://api.elsevier.com/content/article/pii/S0580951715000112'], ['https://www.ncbi.nlm.nih.gov/pubmed/19879296/', 'https://www.sciencedirect.com/science/article/pii/S016609340900456X', 'https://api.elsevier.com/content/article/pii/S016609340900456X', 'https://doi.org/10.1016/j.jviromet.2009.10.017'], ['https://doi.org/10.3390/microarrays2020153', 'https://www.ncbi.nlm.nih.gov/pubmed/27605186/'], ['https://doi.org/10.3389/fphar.2020.00674', 'https://www.ncbi.nlm.nih.gov/pubmed/32477137/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5234545/'], ['https://doi.org/10.1186/s13567-016-0354-9', 'https://www.ncbi.nlm.nih.gov/pubmed/27412035/'], ['https://doi.org/10.1101/2020.11.16.385468'], ['https://www.ncbi.nlm.nih.gov/pubmed/22403676/', 'https://doi.org/10.1371/journal.pone.0032582'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3754654/']]"
863,MacroDox,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/16242152/', 'https://www.sciencedirect.com/science/article/pii/S0022283605010648', 'https://api.elsevier.com/content/article/pii/S0022283605010648']]"
864,mdtraj,2,"[['https://doi.org/10.1021/acscentsci.0c01056', 'https://www.ncbi.nlm.nih.gov/pubmed/33140034/']]"
865,Cell QuestPro,1,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138800/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7468273/']]"
866,Matlab optimization toolbox,1,"[['https://www.sciencedirect.com/science/article/pii/S0360132314001929', 'https://doi.org/10.1016/j.buildenv.2014.06.006', 'https://api.elsevier.com/content/article/pii/S0360132314001929', 'https://www.ncbi.nlm.nih.gov/pubmed/32288028/']]"
867,EstomatoNet,2,"[['https://www.sciencedirect.com/science/article/pii/S1871402120301983?v=s5', 'https://api.elsevier.com/content/article/pii/S1871402120301983', 'https://doi.org/10.1016/j.dsx.2020.06.029', 'https://www.ncbi.nlm.nih.gov/pubmed/32593116/'], ['https://doi.org/10.1111/odi.13527', 'https://www.ncbi.nlm.nih.gov/pubmed/32615648/']]"
868,SOLiD,5,"[['https://api.elsevier.com/content/article/pii/S0079610718301391', 'https://www.ncbi.nlm.nih.gov/pubmed/30031023/', 'https://doi.org/10.1016/j.pbiomolbio.2018.07.008', 'https://www.sciencedirect.com/science/article/pii/S0079610718301391'], ['https://doi.org/10.1101/2020.11.04.358739'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120657/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7119978/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33209991/', 'https://doi.org/10.1186/s41544-020-00056-z'], ['https://api.elsevier.com/content/article/pii/B9780128163528000023', 'https://www.sciencedirect.com/science/article/pii/B9780128163528000023'], ['https://doi.org/10.1099/vir.0.043182-0', 'https://www.ncbi.nlm.nih.gov/pubmed/22647373/'], ['https://doi.org/10.1016/j.virol.2012.09.025', 'https://www.sciencedirect.com/science/article/pii/S0042682212004667', 'https://api.elsevier.com/content/article/pii/S0042682212004667', 'https://www.ncbi.nlm.nih.gov/pubmed/23062738/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7716291/'], ['https://doi.org/10.1186/1756-0500-3-199', 'https://www.ncbi.nlm.nih.gov/pubmed/20633290/'], ['https://api.elsevier.com/content/article/pii/B9780123848901000182', 'https://www.sciencedirect.com/science/article/pii/B9780123848901000182'], ['https://doi.org/10.3390/ijms12117861', 'https://www.ncbi.nlm.nih.gov/pubmed/22174638/'], ['https://doi.org/10.1007/978-1-4939-2438-7_20', 'https://www.ncbi.nlm.nih.gov/pubmed/25720485/'], ['https://www.sciencedirect.com/science/article/pii/S0166354214003477', 'https://doi.org/10.1016/j.antiviral.2014.12.007', 'https://www.ncbi.nlm.nih.gov/pubmed/25512228/', 'https://api.elsevier.com/content/article/pii/S0166354214003477'], ['https://api.elsevier.com/content/article/pii/B9780123848901000194', 'https://www.sciencedirect.com/science/article/pii/B9780123848901000194'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7123646/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122948/']]"
869,R package wavethresh,1,[['https://doi.org/10.1101/2021.01.21.427579']]
870,Excel Workbook,1,"[['https://www.sciencedirect.com/science/article/pii/S2352340920313068?v=s5', 'https://api.elsevier.com/content/article/pii/S2352340920313068', 'https://www.ncbi.nlm.nih.gov/pubmed/33102643/', 'https://arxiv.org/pdf/2011.06689v1.pdf', 'https://doi.org/10.1016/j.dib.2020.106424'], ['https://www.ncbi.nlm.nih.gov/pubmed/33437139/', 'https://doi.org/10.1007/s12103-020-09602-9']]"
871,Kwd,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148057/']]
872,PMSYS,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148101/']]
873,ImageCLEFlifelog,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148101/']]
874,SysML,1,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7700700/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7242043/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7242051/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7198248/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281857/'], ['https://arxiv.org/pdf/2003.07223v1.pdf']]"
875,IPN,1,[['https://arxiv.org/pdf/2010.12493v2.pdf']]
876,UZH,1,[['https://doi.org/10.1101/2020.12.03.410829']]
877,Line app,1,"[['https://doi.org/10.1016/j.jfma.2020.03.007', 'https://www.sciencedirect.com/science/article/pii/S0929664620300814', 'https://www.ncbi.nlm.nih.gov/pubmed/32222336/', 'https://api.elsevier.com/content/article/pii/S0929664620300814']]"
878,igragh,1,"[['https://www.sciencedirect.com/science/article/pii/S2210670721000469?v=s5', 'https://api.elsevier.com/content/article/pii/S2210670721000469']]"
879,IranMedexMagIran,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102202/']]
880,Dcomplex,4,"[['https://api.elsevier.com/content/article/pii/S1476927113000339', 'https://www.ncbi.nlm.nih.gov/pubmed/23666426/', 'https://www.sciencedirect.com/science/article/pii/S1476927113000339', 'https://doi.org/10.1016/j.compbiolchem.2013.03.003'], ['https://arxiv.org/pdf/2008.12473v1.pdf']]"
881,MsigDB,1,[['https://doi.org/10.1101/2020.04.27.063727']]
882,NPDL engine,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/22369688/', 'https://doi.org/10.1186/1471-2164-12-s4-s13']]"
883,CASCADE,28,"[['https://www.ncbi.nlm.nih.gov/pubmed/33050900/', 'https://doi.org/10.1186/s12931-020-01513-x'], ['https://api.elsevier.com/content/article/pii/S105230572030344X', 'https://doi.org/10.1016/j.jstrokecerebrovasdis.2020.104938', 'https://www.sciencedirect.com/science/article/pii/S105230572030344X?v=s5', 'https://www.ncbi.nlm.nih.gov/pubmed/32807412/'], ['https://arxiv.org/pdf/2007.14464v1.pdf'], ['https://doi.org/10.1186/s12931-020-01526-6', 'https://www.ncbi.nlm.nih.gov/pubmed/33050934/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33069086/', 'https://www.sciencedirect.com/science/article/pii/S1052305720307394?v=s5', 'https://api.elsevier.com/content/article/pii/S1052305720307394', 'https://doi.org/10.1016/j.jstrokecerebrovasdis.2020.105321']]"
884,Chromeleon software,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7470892/']]
885,DeepLoc,4,"[['https://doi.org/10.1126/science.abe9403', 'https://www.ncbi.nlm.nih.gov/pubmed/33060197/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7767518/'], ['https://doi.org/10.1101/2021.01.14.426726']]"
886,newbler assembler,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7167908/']]
887,HFACSÀMaintenance,1,"[['https://api.elsevier.com/content/article/pii/B9780128129951000130', 'https://www.sciencedirect.com/science/article/pii/B9780128129951000130']]"
888,luminex,1,"[['http://medrxiv.org/cgi/content/short/2021.01.25.21250189v1?rss=1', 'https://doi.org/10.1101/2021.01.25.21250189']]"
889,ThT,1,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6650947/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7788601/']]"
890,QuAC,1,"[['https://arxiv.org/pdf/2010.10409v1.pdf'], ['https://arxiv.org/pdf/2010.01657v1.pdf']]"
891,SPSS Stadistics,1,"[['https://www.sciencedirect.com/science/article/pii/S0025775320304504?v=s5', 'https://api.elsevier.com/content/article/pii/S0025775320304504', 'https://www.ncbi.nlm.nih.gov/pubmed/32718719/', 'https://doi.org/10.1016/j.medcli.2020.06.026']]"
892,THECGE,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7332765/']]
893,Waters MassLynx,1,"[['https://doi.org/10.1007/s11030-020-10147-6', 'https://www.ncbi.nlm.nih.gov/pubmed/33043404/'], ['https://api.elsevier.com/content/article/pii/S0022030220307888', 'https://doi.org/10.3168/jds.2019-18045', 'https://www.ncbi.nlm.nih.gov/pubmed/33041038/', 'https://www.sciencedirect.com/science/article/pii/S0022030220307888'], ['https://doi.org/10.1128/aac.00872-20', 'https://www.ncbi.nlm.nih.gov/pubmed/32669265/'], ['https://doi.org/10.1016/j.jpba.2019.04.017', 'https://www.ncbi.nlm.nih.gov/pubmed/31009889/', 'https://api.elsevier.com/content/article/pii/S0731708518322787', 'https://www.sciencedirect.com/science/article/pii/S0731708518322787'], ['https://doi.org/10.3390/molecules23071724', 'https://www.ncbi.nlm.nih.gov/pubmed/30011922/']]"
894,TWIM,1,[['https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pro.3513']]
895,ileader,1,"[['https://doi.org/10.1038/s42003-020-0849-9', 'https://www.ncbi.nlm.nih.gov/pubmed/32170151/']]"
896,Radar,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7256214/']]
897,HemoFAXS,3,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7169346/']]
898,Illumina Nextseq 500,1,"[['https://doi.org/10.3389/fcvm.2020.623012', 'https://www.ncbi.nlm.nih.gov/pubmed/33521069/']]"
899,Excel QI charts,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190252/']]
900,SIMMreported,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/33526953/', 'https://doi.org/10.1007/s11747-020-00765-9']]"
901,SNVeff,1,"[['https://doi.org/10.1186/s13073-020-00751-4', 'https://www.ncbi.nlm.nih.gov/pubmed/32605661/']]"
902,MPRAu,1,[['https://doi.org/10.1101/2021.01.13.424697']]
903,Biolidics,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/32665420/', 'https://doi.org/10.1128/jcm.01361-20']]"
904,Nextflow,2,"[['https://doi.org/10.1101/2020.10.29.360800'], ['https://doi.org/10.1099/mgen.0.000328', 'https://www.ncbi.nlm.nih.gov/pubmed/32134380/'], ['https://doi.org/10.1101/2020.03.04.925818'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304703/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33066701/', 'https://doi.org/10.3390/v12101164'], ['https://www.ncbi.nlm.nih.gov/pubmed/32442274/', 'https://doi.org/10.1093/nar/gkaa413'], ['https://doi.org/10.1371/journal.ppat.1008643', 'https://www.ncbi.nlm.nih.gov/pubmed/32790776/'], ['https://doi.org/10.1101/2020.11.16.385278', 'https://www.ncbi.nlm.nih.gov/pubmed/33236010/'], ['https://doi.org/10.1093/bioinformatics/btaa871', 'https://www.ncbi.nlm.nih.gov/pubmed/33045068/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33147627/', 'https://doi.org/10.1093/bib/bbaa232'], ['https://doi.org/10.1101/2020.09.28.20203257', 'http://medrxiv.org/cgi/content/short/2020.09.28.20203257v1?rss=1'], ['https://doi.org/10.1101/2020.08.05.238188'], ['https://doi.org/10.1101/2020.05.18.102731'], ['https://doi.org/10.1101/2020.05.25.114884'], ['https://doi.org/10.3390/v12121398', 'https://www.ncbi.nlm.nih.gov/pubmed/33291220/']]"
905,wA,1,"[['https://arxiv.org/pdf/2008.10685v2.pdf', 'https://www.ncbi.nlm.nih.gov/pubmed/33501352/', 'https://doi.org/10.3389/frobt.2020.592382']]"
906,AHSE,1,"[['https://doi.org/10.1007/s10459-020-10012-z', 'https://www.ncbi.nlm.nih.gov/pubmed/33175325/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33136279/', 'https://doi.org/10.1007/s10459-020-10006-x']]"
907,Widgets,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/29140470/', 'https://doi.org/10.1093/nar/gkx1095']]"
908,graphPad,3,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7097086/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7357259/'], ['https://doi.org/10.1007/s13273-019-0046-4', 'https://www.ncbi.nlm.nih.gov/pubmed/32226459/']]"
909,FIWARE NGSI,1,"[['https://doi.org/10.3390/s20154131', 'https://www.ncbi.nlm.nih.gov/pubmed/32722319/']]"
910,. pl,3,"[['https://www.ncbi.nlm.nih.gov/pubmed/31986261/', 'https://www.sciencedirect.com/science/article/pii/S0140673620301549', 'https://api.elsevier.com/content/article/pii/S0140673620301549', 'https://doi.org/10.1016/s0140-6736(20)30154-9'], ['https://doi.org/10.1016/j.jtbi.2009.05.011', 'https://www.ncbi.nlm.nih.gov/pubmed/19481099/', 'https://api.elsevier.com/content/article/pii/S0022519309002367', 'https://www.sciencedirect.com/science/article/pii/S0022519309002367'], ['https://doi.org/10.1016/j.matpr.2020.08.804', 'https://api.elsevier.com/content/article/pii/S2214785320367110', 'https://www.sciencedirect.com/science/article/pii/S2214785320367110', 'https://www.ncbi.nlm.nih.gov/pubmed/33173755/']]"
911,DockRMSD,1,"[['https://doi.org/10.1080/07391102.2020.1852964', 'https://www.ncbi.nlm.nih.gov/pubmed/33317409/']]"
912,Tableau Prep Builder,1,"[['https://doi.org/10.1101/2020.11.17.20233023', 'http://medrxiv.org/cgi/content/short/2020.11.17.20233023v1?rss=1']]"
913,MLMP,1,[['https://www.ncbi.nlm.nih.gov/pubmed/21618914/']]
914,Symploca,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/33398273/', 'https://doi.org/10.1101/2020.12.23.424111']]"
915,DataLogger,1,[['https://arxiv.org/pdf/2011.02284v1.pdf']]
916,Raspberry Pi,15,"[['https://arxiv.org/pdf/2006.10805v1.pdf'], ['https://doi.org/10.1007/s12652-020-02838-7', 'https://www.ncbi.nlm.nih.gov/pubmed/33425054/'], ['https://arxiv.org/pdf/2011.02930v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302557/'], ['https://doi.org/10.1007/s11042-020-10471-x', 'https://www.ncbi.nlm.nih.gov/pubmed/33495686/'], ['https://doi.org/10.1007/s42979-020-00434-2', 'https://www.ncbi.nlm.nih.gov/pubmed/33458699/'], ['https://doi.org/10.1007/s42979-020-00400-y', 'https://www.ncbi.nlm.nih.gov/pubmed/33490971/'], ['https://arxiv.org/pdf/2010.16241v1.pdf'], ['https://arxiv.org/pdf/2010.05622v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pubmed/32659931/', 'https://doi.org/10.3390/ijerph17144942'], ['https://www.sciencedirect.com/science/article/pii/S2352648320300398?v=s5', 'https://doi.org/10.1016/j.smhl.2020.100147', 'https://api.elsevier.com/content/article/pii/S2352648320300398', 'https://www.ncbi.nlm.nih.gov/pubmed/33251320/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7471520/'], ['https://api.elsevier.com/content/article/pii/S2542660520301736', 'https://www.sciencedirect.com/science/article/pii/S2542660520301736?v=s5'], ['https://arxiv.org/pdf/2007.12012v1.pdf']]"
917,AutoPbsc,10,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7169255/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7169300/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7169338/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7169336/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7169291/']]"
