,software,count,rand_urls,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments
167,SeqUtils,2,https://doi.org/10.1101/2020.02.15.951012,,,,,,,,,,SD,
168,FISCUS,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7119941/,,,,,,,,,,SD,
169,SP Glide,1,https://api.elsevier.com/content/article/pii/S0045206820316552;https://www.ncbi.nlm.nih.gov/pubmed/33091673/;https://doi.org/10.1016/j.bioorg.2020.104357;https://www.sciencedirect.com/science/article/pii/S0045206820316552?v=s5,,,,,,,,,,SD,
170,BindUP,1,https://doi.org/10.1128/jvi.00990-17;https://www.ncbi.nlm.nih.gov/pubmed/29021398/,,,,,,,,,,SD,
171,MDAGRF,1,https://www.sciencedirect.com/science/article/pii/S0045790620306200;https://www.ncbi.nlm.nih.gov/pubmed/32834174/;https://doi.org/10.1016/j.compeleceng.2020.106765;https://api.elsevier.com/content/article/pii/S0045790620306200,,,,,,,,,,SD,
172,FluMist,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121031/,,,,,,,,,,SD,
173,Community Assessment for Public Health Emergency Response Geographic Information System Toolbox,1,https://doi.org/10.15585/mmwr.mm6929e2;https://www.ncbi.nlm.nih.gov/pubmed/32701941/,,,,,,,,,,SD,
174,SSDA,1,https://doi.org/10.3390/s20216041;https://www.ncbi.nlm.nih.gov/pubmed/33114189/,,,,,,,,,,SD,
175,ArcPad,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121355/,,,,,,,,,,SD,
176,ECDC,2,https://doi.org/10.1186/s12889-020-09566-9;https://www.ncbi.nlm.nih.gov/pubmed/33482767/,,,,,,,,,,SD,
177,and,1,https://www.ncbi.nlm.nih.gov/pubmed/33010959/;https://www.sciencedirect.com/science/article/pii/S0213005X20302792;https://doi.org/10.1016/j.eimc.2020.07.011;https://api.elsevier.com/content/article/pii/S0213005X20302792,,,,,,,,,,SD,
178,JOTPY,29,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7736710/,,,,,,,,,,SD,
179,ASM,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7480685/,,,,,,,,,,SD,
180,WatchOS App,1,https://doi.org/10.3390/s20247313;https://www.ncbi.nlm.nih.gov/pubmed/33352717/,,,,,,,,,,SD,
181,CONSIP,1,https://doi.org/10.1007/s12553-020-00467-w;https://www.ncbi.nlm.nih.gov/pubmed/32837809/,,,,,,,,,,SD,
182,COMPARE COllaborative Management Platform for detection,1,https://doi.org/10.3390/genes10090655;https://www.ncbi.nlm.nih.gov/pubmed/31466373/,,,,,,,,,,SD,
183,Cubed,50,https://api.elsevier.com/content/article/pii/B9780444595683000158;https://www.sciencedirect.com/science/article/pii/B9780444595683000158,,,,,,,,,,SD,
184,nScope,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7654342/,,,,,,,,,,SD,
185,dpll,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7334981/,,,,,,,,,,SD,
186,BrainyQuote,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7322500/,,,,,,,,,,SD,
187,TopHat2,3,https://doi.org/10.1155/2018/1538127;https://www.ncbi.nlm.nih.gov/pubmed/29854728/,,,,,,,,,,SD,
188,REML,8,https://doi.org/10.1101/2020.10.30.361683,,,,,,,,,,SD,
189,Seurat Find,1,https://doi.org/10.1101/2020.06.05.137380,,,,,,,,,,SD,
190,BRB Array Tools,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7237229/,,,,,,,,,,SD,
191,iPathwayGuide,14,https://www.ncbi.nlm.nih.gov/pubmed/32575076/;https://doi.org/10.18632/aging.103524,,,,,,,,,,SD,
192,OpenMeta,1,http://medrxiv.org/cgi/content/short/2021.01.19.21250094v1?rss=1;https://doi.org/10.1101/2021.01.19.21250094,,,,,,,,,,SD,
193,Math Kernel Library (MKL),1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302405/,,,,,,,,,,SD,
194,Tools,12,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7700817/,,,,,,,,,,SD,
195,DeepHLApan,11,https://doi.org/10.1101/2020.12.24.424262;https://www.ncbi.nlm.nih.gov/pubmed/33398286/,,,,,,,,,,SD,
196,markovchain,1,https://doi.org/10.1038/s41370-020-0249-8;https://www.ncbi.nlm.nih.gov/pubmed/32669669/,,,,,,,,,,SD,
197,ROSES,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7268584/,,,,,,,,,,SD,
198,Cochrane Risk of Bias tool,1,http://medrxiv.org/cgi/content/short/2020.05.15.20103044v1?rss=1,,,,,,,,,,SD,
199,ACMG,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7705415/,,,,,,,,,,SD,
200,Glomax Explorer,1,https://doi.org/10.1038/s41467-020-19891-7;https://www.ncbi.nlm.nih.gov/pubmed/33257679/,,,,,,,,,,SD,
201,ESEE (Eyeball Sequence Editor),1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7194170/,,,,,,,,,,SD,
202,Bychain,12,https://arxiv.org/pdf/2007.00894v1.pdf,,,,,,,,,,SD,
203,GoogleClasroom,1,https://www.ncbi.nlm.nih.gov/pubmed/32657469/;https://doi.org/10.1111/jpm.12672,,,,,,,,,,SD,
204,Excelpackage,2,https://doi.org/10.3390/ijerph17217709;https://www.ncbi.nlm.nih.gov/pubmed/33105601/,,,,,,,,,,SD,
205,Hipre,1,https://www.ncbi.nlm.nih.gov/pubmed/32837823/;https://doi.org/10.1007/s10669-020-09784-x,,,,,,,,,,SD,
206,IMET,1,https://doi.org/10.3390/jcm9072038;https://www.ncbi.nlm.nih.gov/pubmed/32610587/,,,,,,,,,,SD,
207,NASA,3,https://arxiv.org/pdf/2010.09682v1.pdf,,,,,,,,,,SD,
208,SAMN,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206156/,,,,,,,,,,SD,
209,FECO,1,https://api.elsevier.com/content/article/pii/S187802961600102X;https://doi.org/10.1016/j.proenv.2016.02.101;https://www.sciencedirect.com/science/article/pii/S187802961600102X;https://www.ncbi.nlm.nih.gov/pubmed/32288929/,,,,,,,,,,SD,
210,Illumina basecalling pipeline,1,https://doi.org/10.1371/journal.pone.0013381;https://www.ncbi.nlm.nih.gov/pubmed/20976137/,,,,,,,,,,SD,
211,Quest,37,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7186188/,,,,,,,,,,SD,
212,NASPER,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7123391/,,,,,,,,,,SD,
213,FLARE Analysis Cycle (,1,https://www.ncbi.nlm.nih.gov/pubmed/32834186/;https://www.sciencedirect.com/science/article/pii/S0094576520304598?v=s5;https://api.elsevier.com/content/article/pii/S0094576520304598;https://doi.org/10.1016/j.actaastro.2020.07.032,,,,,,,,,,SD,
214,Vivex,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4277684/,,,,,,,,,,SD,
215,eSKA,4,https://www.ncbi.nlm.nih.gov/pubmed/32889640/;https://doi.org/10.1007/s00701-020-04544-x,,,,,,,,,,SD,
216,CIDARS,2,https://doi.org/10.1186/s12889-017-4319-3;https://www.ncbi.nlm.nih.gov/pubmed/28482830/,,,,,,,,,,SD,
217,MIMARKS,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7744638/,,,,,,,,,,SD,
218,Moerover,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302816/,,,,,,,,,,SD,
219,DALY,5,http://medrxiv.org/cgi/content/short/2021.01.25.21250489v1?rss=1;https://doi.org/10.1101/2021.01.25.21250489,,,,,,,,,,SD,
220,KAMI,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7134288/,,,,,,,,,,SD,
221,PrimalSeq,10,https://doi.org/10.1371/journal.pone.0239403;https://www.ncbi.nlm.nih.gov/pubmed/32946527/,,,,,,,,,,SD,
222,Insight II Spartan Pro,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7168531/,,,,,,,,,,SD,
223,id,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3333284/,,,,,,,,,,SD,
224,Surge,2,https://www.ncbi.nlm.nih.gov/pubmed/18217556/;https://doi.org/10.3201/eid1311.070103,,,,,,,,,,SD,
225,SGDM,6,https://api.elsevier.com/content/article/pii/S2210670720308179;https://www.ncbi.nlm.nih.gov/pubmed/33200063/;https://www.sciencedirect.com/science/article/pii/S2210670720308179?v=s5;https://doi.org/10.1016/j.scs.2020.102600,,,,,,,,,,SD,
226,RCPath,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7168113/,,,,,,,,,,SD,
227,IsoData,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7297573/,,,,,,,,,,SD,
228,Watch,16,https://arxiv.org/pdf/2010.03232v1.pdf,,,,,,,,,,SD,
229,COEN,7,https://doi.org/10.1101/2021.01.24.428029,,,,,,,,,,SD,
230,PIO,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7354800/,,,,,,,,,,SD,
231,CANTATA,1,https://api.elsevier.com/content/article/pii/S104366182031224X;https://www.sciencedirect.com/science/article/pii/S104366182031224X?v=s5;https://doi.org/10.1016/j.phrs.2020.104916;https://www.ncbi.nlm.nih.gov/pubmed/32445957/,,,,,,,,,,SD,
232,POATRAND,1,https://doi.org/10.1038/s41440-020-00591-0;https://www.ncbi.nlm.nih.gov/pubmed/33361825/,,,,,,,,,,SD,
233,ODYSSEE,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7091813/,,,,,,,,,,SD,
234,ImPACT,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080092/,,,,,,,,,,SD,
235,Clap for SGUnited,1,https://www.ncbi.nlm.nih.gov/pubmed/32704516/;https://doi.org/10.1093/ofid/ofaa256,,,,,,,,,,SD,
236,SIRT,4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302278/,,,,,,,,,,SD,
237,RobertaTokenizer,1,https://arxiv.org/pdf/2008.09035v1.pdf,,,,,,,,,,SD,
238,Emscripten,2,https://arxiv.org/pdf/2005.06546v1.pdf,,,,,,,,,,SD,
239,Quadratic Phenotypic Optimization Platform [ QPOP ],1,https://www.ncbi.nlm.nih.gov/pubmed/32838299/;https://doi.org/10.1002/aisy.202000070,,,,,,,,,,SD,
240,Open Science Grid,1,https://doi.org/10.1101/2020.04.14.041962,,,,,,,,,,SD,
241,Rhetorik,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120378/,,,,,,,,,,SD,
242,Ceditest,1,https://www.sciencedirect.com/science/article/pii/S0169409X00000776;https://api.elsevier.com/content/article/pii/S0169409X00000776;https://www.ncbi.nlm.nih.gov/pubmed/10967221/,,,,,,,,,,SD,
243,R package WRS2,1,https://www.ncbi.nlm.nih.gov/pubmed/31423969/;https://doi.org/10.3201/eid2510.190497,,,,,,,,,,SD,
244,2S,5,https://arxiv.org/pdf/2102.01053v1.pdf,,,,,,,,,,SD,
245,KnowItAll® Informatics system,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2716912/,,,,,,,,,,SD,
246,Questionnaire Star Tool,1,https://www.ncbi.nlm.nih.gov/pubmed/32396265/;https://doi.org/10.1111/iwj.13391,,,,,,,,,,SD,
247,CATalyst Studios,1,https://www.ncbi.nlm.nih.gov/pubmed/33424478/;https://doi.org/10.5195/jmla.2021.1169,,,,,,,,,,SD,
248,AMC,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7340982/,,,,,,,,,,SD,
249,Inception Net V3,1,https://doi.org/10.1007/s13246-020-00888-x;https://www.ncbi.nlm.nih.gov/pubmed/32588200/,,,,,,,,,,SD,
250,scTHS,1,https://www.ncbi.nlm.nih.gov/pubmed/32883878/;https://doi.org/10.1073/pnas.2012358117,,,,,,,,,,SD,
251,CpHMD,19,https://doi.org/10.1101/2020.10.15.340935,,,,,,,,,,SD,
252,Internet Archive Wayback Machine,1,https://doi.org/10.1101/2020.03.24.20043067;http://medrxiv.org/cgi/content/short/2020.03.24.20043067v1?rss=1,,,,,,,,,,SD,
253,NCEPOD,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4069511/,,,,,,,,,,SD,
254,OriginLab,23,https://doi.org/10.1101/2020.05.08.20095273;http://medrxiv.org/cgi/content/short/2020.05.08.20095273v1?rss=1,,,,,,,,,,SD,
255,BlastiMer,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122239/,,,,,,,,,,SD,
256,Gene Pix Pro,1,https://www.ncbi.nlm.nih.gov/pubmed/16765554/;https://api.elsevier.com/content/article/pii/S0732889306001672;https://www.sciencedirect.com/science/article/pii/S0732889306001672,,,,,,,,,,SD,
257,robKalman,4,https://arxiv.org/pdf/1004.3895v1.pdf,,,,,,,,,,SD,
258,BIAcore T100,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7392643/,,,,,,,,,,SD,
259,evolutiondevelopment,1,https://doi.org/10.1111/j.1749-6632.2011.06138.x;https://www.ncbi.nlm.nih.gov/pubmed/21824162/,,,,,,,,,,SD,
260,DAVID Pathway,1,https://doi.org/10.1371/journal.pone.0131459;https://www.ncbi.nlm.nih.gov/pubmed/26121276/,,,,,,,,,,SD,
261,INEXAS,1,https://doi.org/10.1016/j.bcp.2020.114046;https://www.ncbi.nlm.nih.gov/pubmed/32446884/;https://api.elsevier.com/content/article/pii/S000629522030280X;https://www.sciencedirect.com/science/article/pii/S000629522030280X?v=s5,,,,,,,,,,SD,
262,PRiSMA,4,https://www.sciencedirect.com/science/article/pii/S2055664020300170;https://api.elsevier.com/content/article/pii/S2055664020300170,,,,,,,,,,SD,
263,ESOPRS,1,https://doi.org/10.1097/iop.0000000000001776;https://www.ncbi.nlm.nih.gov/pubmed/32658132/,,,,,,,,,,SD,
264,Wikidata Property - Suggester,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250627/,,,,,,,,,,SD,
265,DxCare Ò,1,https://www.ncbi.nlm.nih.gov/pubmed/32984786/;https://api.elsevier.com/content/article/pii/S2589537020302984;https://www.sciencedirect.com/science/article/pii/S2589537020302984;https://doi.org/10.1016/j.eclinm.2020.100554,,,,,,,,,,SD,
266,SISMOWINE,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304051/,,,,,,,,,,SD,
267,multiflow,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206241/,,,,,,,,,,SD,
268,LibreView,17,https://doi.org/10.1111/dme.14374;https://www.ncbi.nlm.nih.gov/pubmed/32740984/,,,,,,,,,,SD,
269,GolayMetaMiner,12,https://doi.org/10.3390/ijms21072574;https://www.ncbi.nlm.nih.gov/pubmed/32276333/,,,,,,,,,,SD,
270,FEMTruncatedPowerLaw,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304769/,,,,,,,,,,SD,
271,vURTI,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7124141/,,,,,,,,,,SD,
272,FociCounter,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7542528/,,,,,,,,,,SD,
273,Hike Messenger,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206153/,,,,,,,,,,SD,
274,Google Custom Search API,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7334667/,,,,,,,,,,SD,
275,TautLYP,1,https://doi.org/10.1007/s00214-020-02656-2;https://www.ncbi.nlm.nih.gov/pubmed/32834770/,,,,,,,,,,SD,
276,cluspro,1,https://www.ncbi.nlm.nih.gov/pubmed/32206049/;https://doi.org/10.1007/s10989-019-09951-y,,,,,,,,,,SD,
277,ALLE,1,https://doi.org/10.1007/s00112-020-01036-1;https://www.ncbi.nlm.nih.gov/pubmed/33132422/,,,,,,,,,,SD,
278,Euler assembler,1,https://www.ncbi.nlm.nih.gov/pubmed/22591859/;https://doi.org/10.1186/1756-0500-5-243,,,,,,,,,,SD,
279,NIH Quality Assessment Tool,1,https://doi.org/10.1111/1754-9485.13098;https://www.ncbi.nlm.nih.gov/pubmed/33000560/,,,,,,,,,,SD,
280,Kakao Chat Application,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7712145/,,,,,,,,,,SD,
281,LARDRDP3,3,https://www.ncbi.nlm.nih.gov/pubmed/22634277/;https://api.elsevier.com/content/article/pii/S1567134812001876;https://doi.org/10.1016/j.meegid.2012.05.007;https://www.sciencedirect.com/science/article/pii/S1567134812001876,,,,,,,,,,SD,
282,AND,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3812135/,,,,,,,,,,SD,
283,Labomed,1,https://www.sciencedirect.com/science/article/pii/S2214750017300999;https://doi.org/10.1016/j.toxrep.2017.11.006;https://www.ncbi.nlm.nih.gov/pubmed/29270363/;https://api.elsevier.com/content/article/pii/S2214750017300999,,,,,,,,,,SD,
284,QWACs,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7596833/,,,,,,,,,,SD,
285,MUSCLE Multiple Sequence Alignment,1,https://doi.org/10.1007/s11262-018-1614-8;https://www.ncbi.nlm.nih.gov/pubmed/30426315/,,,,,,,,,,SD,
286,mGenTHREADER,4,https://www.ncbi.nlm.nih.gov/pubmed/16972168/,,,,,,,,,,SD,
287,PrusaSlicr,1,https://www.sciencedirect.com/science/article/pii/S2468067220300444?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/32904317/;https://doi.org/10.1016/j.ohx.2020.e00135;https://api.elsevier.com/content/article/pii/S2468067220300444,,,,,,,,,,SD,
288,car,27,https://doi.org/10.1101/2020.10.14.339507,,,,,,,,,,SD,
289,Orbi,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7465882/,,,,,,,,,,SD,
290,Google Voice,5,https://www.sciencedirect.com/science/article/pii/S1091853120301555?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/32758701/;https://api.elsevier.com/content/article/pii/S1091853120301555;https://doi.org/10.1016/j.jaapos.2020.06.004,,,,,,,,,,SD,
291,AFFINITY,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7168529/,,,,,,,,,,SD,
292,FlowJo,262,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4425495/,,,,,,,,,,SD,
293,Genmod,1,https://doi.org/10.4178/epih.e2016048;https://www.ncbi.nlm.nih.gov/pubmed/28196409/,,,,,,,,,,SD,
294,Android Bluetooth LE scanner,2,https://arxiv.org/pdf/2006.08543v1.pdf;https://www.ncbi.nlm.nih.gov/pubmed/32997724/;https://doi.org/10.1371/journal.pone.0239943,,,,,,,,,,SD,
295,InfAct,1,https://www.ncbi.nlm.nih.gov/pubmed/33514433/;https://doi.org/10.1186/s13690-021-00531-5,,,,,,,,,,SD,
296,PERMAONVA,1,https://doi.org/10.3389/fmicb.2020.569630;https://www.ncbi.nlm.nih.gov/pubmed/33363519/,,,,,,,,,,SD,
297,Spinach2,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6650947/,,,,,,,,,,SD,
298,Fast,32,https://www.ncbi.nlm.nih.gov/pubmed/32511510/;http://medrxiv.org/cgi/content/short/2020.05.09.20096560v1?rss=1;https://doi.org/10.1101/2020.05.09.20096560,,,,,,,,,,SD,
299,filterList,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7767093/,,,,,,,,,,SD,
300,AutoDock Tools1,1,https://www.ncbi.nlm.nih.gov/pubmed/32948116/;https://doi.org/10.1080/07391102.2020.1819883,,,,,,,,,,SD,
301,#NAME?,1,https://www.ncbi.nlm.nih.gov/pubmed/29223446/;https://doi.org/10.1016/j.virol.2017.11.025;https://api.elsevier.com/content/article/pii/S004268221730404X;https://www.sciencedirect.com/science/article/pii/S004268221730404X,,,,,,,,,,SD,
302,NText,1,https://arxiv.org/pdf/2009.03191v1.pdf,,,,,,,,,,SD,
303,UTAUT,102,https://doi.org/10.3390/ijerph17207639;https://www.ncbi.nlm.nih.gov/pubmed/33092090/,,,,,,,,,,SD,
304,El,2,https://arxiv.org/pdf/2012.02885v1.pdf,,,,,,,,,,SD,
305,R package ggseqlogo,1,https://doi.org/10.1101/2020.11.09.374280,,,,,,,,,,SD,
306,Proteome Discoverer1,1,https://doi.org/10.1101/212308,,,,,,,,,,SD,
307,Gaode Map,2,https://api.elsevier.com/content/article/pii/S0048969720377883;https://doi.org/10.1016/j.scitotenv.2020.144257;https://www.ncbi.nlm.nih.gov/pubmed/33352341/;https://www.sciencedirect.com/science/article/pii/S0048969720377883,,,,,,,,,,SD,
308,ThunderSTORM,3,https://doi.org/10.1101/2021.01.05.425371,,,,,,,,,,SD,
309,Nucleotide Basic Local Alignment Search Tools (BLASTN),1,https://doi.org/10.1101/2020.12.02.408229,,,,,,,,,,SD,
310,NeuroIRIS,1,https://www.sciencedirect.com/science/article/pii/S0733861908000364;https://doi.org/10.1016/j.ncl.2008.03.009;https://www.ncbi.nlm.nih.gov/pubmed/18657725/;https://api.elsevier.com/content/article/pii/S0733861908000364,,,,,,,,,,SD,
311,ctlpred,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223762/,,,,,,,,,,SD,
312,BiOnt,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148040/,,,,,,,,,,SD,
313,pdr,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7439740/,,,,,,,,,,SD,
314,Time Search,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486125/,,,,,,,,,,SD,
315,AVA,7,https://www.ncbi.nlm.nih.gov/pubmed/32287983/;https://doi.org/10.1016/j.buildenv.2018.03.024;https://api.elsevier.com/content/article/pii/S0360132318301537;https://www.sciencedirect.com/science/article/pii/S0360132318301537,,,,,,,,,,SD,
316,LIFD,1,https://doi.org/10.1007/s40670-020-01179-6;https://www.ncbi.nlm.nih.gov/pubmed/33495719/,,,,,,,,,,SD,
317,Chem3D Pro,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7581273/,,,,,,,,,,SD,
318,QRISK,1,https://doi.org/10.1101/2020.06.28.20141986;http://medrxiv.org/cgi/content/short/2020.06.28.20141986v1?rss=1,,,,,,,,,,SD,
319,DISCoVER,1,https://www.ncbi.nlm.nih.gov/pubmed/33354689/;https://doi.org/10.1101/2020.12.14.20247874;http://medrxiv.org/cgi/content/short/2020.12.14.20247874v1?rss=1,,,,,,,,,,SD,
320,Conacyt,1,https://arxiv.org/pdf/2012.15209v1.pdf,,,,,,,,,,SD,
321,lnetThe,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7363220/,,,,,,,,,,SD,
322,Seqed,1,https://www.ncbi.nlm.nih.gov/pubmed/10442448/,,,,,,,,,,SD,
323,CRADLE,15,https://www.sciencedirect.com/science/article/pii/S1364661320301455;https://doi.org/10.1016/j.tics.2020.06.004;https://www.ncbi.nlm.nih.gov/pubmed/32624386/;https://api.elsevier.com/content/article/pii/S1364661320301455,,,,,,,,,,SD,
324,NTI,1,https://doi.org/10.1016/j.vetmic.2009.01.031;https://api.elsevier.com/content/article/pii/S0378113509000522;https://www.sciencedirect.com/science/article/pii/S0378113509000522;https://www.ncbi.nlm.nih.gov/pubmed/19232845/,,,,,,,,,,SD,
325,QCapture,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4940803/,,,,,,,,,,SD,
326,Adobe Acrobat Reader,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2741407/,,,,,,,,,,SD,
327,SeqOPT,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7164006/,,,,,,,,,,SD,
328,Agile Manifesto,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7335232/,,,,,,,,,,SD,
329,GSEApy,2,https://arxiv.org/pdf/2006.03735v1.pdf,,,,,,,,,,SD,
330,Ennov Clinical®,1,https://www.ncbi.nlm.nih.gov/pubmed/33371905/;https://doi.org/10.1186/s13063-020-04928-5,,,,,,,,,,SD,
331,Dietmate Pro,1,https://doi.org/10.3390/nu12071977;https://www.ncbi.nlm.nih.gov/pubmed/32635174/,,,,,,,,,,SD,
332,PANEL,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087606/,,,,,,,,,,SD,
333,EchoPAC,1,https://www.ncbi.nlm.nih.gov/pubmed/32223761/;https://doi.org/10.1186/s12890-020-1099-9,,,,,,,,,,SD,
334,You Only Look Once (YOLO,1,https://www.ncbi.nlm.nih.gov/pubmed/32834685/;https://api.elsevier.com/content/article/pii/S0968090X20306422;https://doi.org/10.1016/j.trc.2020.102727;https://www.sciencedirect.com/science/article/pii/S0968090X20306422,,,,,,,,,,SD,
335,MODELLER8v1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7163982/,,,,,,,,,,SD,
336,- 19 Research Tools,1,https://doi.org/10.1093/sleep/zsaa258;https://www.ncbi.nlm.nih.gov/pubmed/33249492/,,,,,,,,,,SD,
337,LGBM,1,https://arxiv.org/pdf/2008.12833v1.pdf,,,,,,,,,,SD,
338,scRepertoire,2,https://doi.org/10.1101/2020.08.24.264069,,,,,,,,,,SD,
339,3DNA,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1636460/,,,,,,,,,,SD,
340,VisionPro Learning,1,https://arxiv.org/pdf/2010.00958v2.pdf,,,,,,,,,,SD,
341,ZoraBots,1,https://doi.org/10.1093/bib/bbaa361;https://www.ncbi.nlm.nih.gov/pubmed/33326994/,,,,,,,,,,SD,
342,MedBERT,2,https://arxiv.org/pdf/2010.07497v1.pdf,,,,,,,,,,SD,
343,Puduppully,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148215/,,,,,,,,,,SD,
344,CoLA,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148240/,,,,,,,,,,SD,
345,VGI,4,https://www.sciencedirect.com/science/article/pii/S1877584515000179;https://doi.org/10.1016/j.sste.2015.04.003;https://www.ncbi.nlm.nih.gov/pubmed/26046634/;https://api.elsevier.com/content/article/pii/S1877584515000179,,,,,,,,,,SD,
346,TwoVS,20,https://api.elsevier.com/content/article/pii/S0378720615000087;https://www.sciencedirect.com/science/article/pii/S0378720615000087,,,,,,,,,,SD,
347,Triage,1,https://www.ncbi.nlm.nih.gov/pubmed/32579076/;https://doi.org/10.1080/22221751.2020.1787107,,,,,,,,,,SD,
348,ICNP®,1,https://api.elsevier.com/content/article/pii/S0029655408001589;https://www.sciencedirect.com/science/article/pii/S0029655408001589;https://doi.org/10.1016/j.outlook.2008.06.009;https://www.ncbi.nlm.nih.gov/pubmed/18922277/,,,,,,,,,,SD,
349,BeeTrace,18,https://arxiv.org/pdf/2007.02285v1.pdf,,,,,,,,,,SD,
350,SciVi scientific,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304727/,,,,,,,,,,SD,
351,Clustal W2,6,https://doi.org/10.1007/s12293-009-0030-y;https://www.ncbi.nlm.nih.gov/pubmed/32218874/,,,,,,,,,,SD,
352,RCRA,1,https://arxiv.org/pdf/2012.02592v2.pdf,,,,,,,,,,SD,
353,statistical package for the social sciences (SPSS,1,https://doi.org/10.1371/journal.pone.0245512;https://www.ncbi.nlm.nih.gov/pubmed/33471833/,,,,,,,,,,SD,
354,ECFS,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7668741/,,,,,,,,,,SD,
355,FoMO,17,https://www.sciencedirect.com/science/article/pii/S0736585320301179?v=s5;https://api.elsevier.com/content/article/pii/S0736585320301179,,,,,,,,,,SD,
356,PubMLST,2,http://medrxiv.org/cgi/content/short/2020.11.18.20225029v1?rss=1;https://doi.org/10.1101/2020.11.18.20225029,,,,,,,,,,SD,
357,FPocket,16,https://www.ncbi.nlm.nih.gov/pubmed/32708196/;https://doi.org/10.3390/ijms21145152,,,,,,,,,,SD,
